CSID,CaseMasterID,csdate,cstype,PolicePersonID
1810,243,2024-01-10 05:32:05,A,556
1811,10762,2024-04-15 20:11:00,A,690
1812,20477,2024-07-13 13:00:05,A,1198
1813,25617,2025-06-24 01:33:47,A,192
1814,4714,2025-05-09 17:41:27,A,1494
1815,33948,2026-02-28 20:03:20,A,1145
1816,12314,2024-04-01 00:18:18,A,1218
1817,2370,2023-12-29 17:54:23,A,555
1818,5725,2024-08-19 08:17:42,A,23
1819,27860,2023-07-26 09:19:09,A,200
1820,1299,2024-07-26 21:10:53,A,138
1821,1302,2024-07-19 11:24:58,A,326
1822,9371,2024-09-05 12:11:46,A,1156
1823,29869,2023-02-25 14:34:27,A,682
1824,34875,2023-05-04 09:59:12,A,971
1825,17378,2024-09-07 23:39:16,A,774
1826,5486,2025-02-23 12:37:18,A,335
1827,3768,2026-01-29 11:55:47,A,450
1828,24768,2025-06-11 01:29:09,A,1009
1829,25530,2023-02-06 05:05:20,A,722
1830,8150,2023-05-11 01:00:58,A,762
1831,7979,2023-11-13 06:11:30,A,907
1832,27632,2024-03-15 09:01:59,A,20
1833,19849,2025-08-08 12:02:31,A,1279
1834,28641,2023-08-06 02:28:49,A,336
1835,4716,2023-11-16 01:59:44,A,1397
1836,29102,2024-10-06 06:18:33,A,1100
1837,18181,2025-07-25 02:06:07,A,1143
1838,33448,2025-11-08 08:24:08,A,1301
1839,30160,2024-05-02 21:16:03,A,1209
1840,2572,2023-09-10 16:57:47,A,1473
1841,31027,2026-01-20 22:38:54,A,519
1842,11237,2023-12-06 17:25:58,A,872
1843,10099,2026-01-15 11:29:30,A,405
1844,32639,2026-04-08 08:17:53,A,1409
1845,25767,2023-08-17 06:24:17,A,827
1846,9118,2023-10-03 19:55:26,A,287
1847,21086,2024-04-09 12:21:03,A,1252
1848,20401,2024-05-17 11:26:08,A,448
1849,9362,2023-07-29 06:27:48,A,1241
1850,18905,2023-11-03 08:56:05,A,467
1851,25902,2025-11-04 20:41:55,A,283
1852,39436,2025-08-03 11:14:06,A,743
1853,22533,2023-08-08 00:55:37,A,1282
1854,2508,2024-04-10 18:14:24,A,1232
1855,26618,2024-12-07 02:08:14,A,1211
1856,14729,2026-02-07 15:40:07,A,153
1857,1734,2023-04-17 12:42:37,A,1197
1858,55,2024-02-04 21:28:27,A,364
1859,36618,2024-11-23 12:51:13,A,762
1860,29934,2025-04-14 16:06:01,A,228
1861,2568,2025-09-13 06:54:44,A,243
1862,38246,2026-01-30 16:45:25,A,1194
1863,4132,2023-09-02 00:20:30,A,23
1864,31073,2024-04-27 07:18:47,A,1276
1865,5800,2024-05-25 01:18:11,A,36
1866,2561,2024-12-02 22:14:11,A,453
1867,3140,2026-03-12 16:43:31,A,289
1868,10611,2023-07-18 19:48:35,A,1104
1869,10809,2023-07-27 01:27:22,A,257
1870,5017,2025-01-10 13:46:32,A,1397
1871,10890,2025-05-07 04:25:43,A,833
1872,11870,2025-11-07 17:21:46,A,894
1873,2232,2024-01-06 16:00:46,A,431
1874,15673,2024-02-21 00:38:35,A,462
1875,15602,2025-07-03 21:33:05,A,615
1876,30916,2025-09-17 09:59:29,A,1372
1877,33201,2025-10-07 18:02:34,A,741
1878,16880,2024-01-06 15:25:01,A,6
1879,10608,2024-01-13 00:43:03,A,989
1880,5723,2025-09-28 00:10:24,A,277
1881,2798,2026-02-07 01:13:46,A,1279
1882,6147,2024-08-29 23:55:20,A,69
1883,14835,2025-05-07 21:55:36,A,1018
1884,14733,2025-12-09 09:09:48,A,52
1885,33446,2024-07-30 04:47:32,A,202
1886,34666,2025-02-15 06:31:59,A,446
1887,1333,2023-11-20 02:52:43,A,1290
1888,1318,2024-12-28 11:27:34,A,319
1889,37227,2025-01-22 18:07:59,A,117
1890,23184,2025-02-04 10:34:06,A,332
1891,18366,2024-05-25 11:19:04,A,859
1892,16094,2024-08-31 13:39:47,A,24
1893,29881,2024-02-26 05:05:09,A,448
1894,19169,2024-04-05 20:11:20,A,1073
1895,612,2024-11-17 09:22:49,A,683
1896,24216,2025-05-17 11:45:39,A,1063
1897,36409,2025-04-10 04:04:11,A,717
1898,1601,2025-07-24 15:42:35,A,1304
1899,17379,2024-09-06 23:35:32,A,867
1900,10583,2025-09-02 15:16:35,A,1454
1901,21624,2025-10-14 18:57:59,A,1453
1902,10187,2023-07-20 21:26:44,A,1280
1903,11349,2023-02-09 01:08:09,A,430
1904,19462,2024-03-25 01:52:26,A,205
1905,10627,2023-06-11 17:47:02,A,691
1906,34917,2023-11-21 11:19:32,A,368
1907,19268,2024-02-11 20:10:53,A,54
1908,38785,2024-05-23 20:13:39,A,1093
1909,24362,2025-07-27 20:35:21,A,169
1910,17262,2023-10-25 22:35:34,A,505
1911,34786,2024-10-16 20:34:49,A,8
1912,36011,2026-01-16 10:48:01,A,113
1913,37471,2023-06-14 19:42:25,A,1340
1914,12381,2024-03-21 02:37:49,A,689
1915,21519,2024-12-01 18:39:11,A,867
1916,7861,2025-11-04 02:01:39,A,31
1917,18940,2026-01-17 14:14:36,A,1428
1918,14861,2024-11-20 13:27:11,A,1287
1919,39941,2025-06-10 11:02:22,A,1002
1920,976,2025-11-15 19:49:53,A,17
1921,33302,2025-01-01 12:13:54,A,245
1922,8732,2025-04-04 02:45:47,A,1489
1923,37556,2023-07-27 09:05:11,A,1189
1924,18679,2024-06-11 17:51:20,A,554
1925,25511,2024-11-29 22:38:05,A,43
1926,3375,2026-01-27 13:29:37,A,91
1927,25320,2025-01-20 05:50:48,A,39
1928,30619,2025-09-20 11:05:15,A,1173
1929,25541,2023-05-11 17:31:59,A,1393
1930,21695,2025-01-25 11:10:55,A,488
1931,10628,2025-02-20 22:21:23,A,767
1932,35934,2025-03-13 01:40:51,A,496
1933,15087,2025-12-03 02:31:05,A,1008
1934,29620,2025-10-08 10:02:07,A,1171
1935,24624,2023-10-22 13:55:05,A,67
1936,7023,2025-08-13 01:39:06,A,1127
1937,14477,2023-05-31 20:07:27,A,704
1938,26614,2024-07-20 22:42:51,A,507
1939,39171,2025-10-10 17:55:39,A,1349
1940,28105,2026-04-06 13:25:33,A,1110
1941,11652,2023-04-25 01:54:12,A,1021
1942,15337,2023-08-28 23:24:59,A,77
1943,5999,2025-06-08 08:25:30,A,253
1944,1605,2025-10-22 06:54:33,A,658
1945,25321,2023-06-13 15:11:32,A,1381
1946,5110,2024-01-11 03:45:21,A,1089
1947,5308,2023-10-03 11:22:00,A,1484
1948,14826,2024-05-15 07:04:41,A,1288
1949,4939,2024-11-24 07:50:45,A,1432
1950,23711,2024-04-01 23:57:08,A,1082
1951,6187,2024-02-08 16:04:41,A,596
1952,39547,2025-02-21 12:58:09,A,1484
1953,34235,2025-06-03 11:59:03,A,1431
1954,15783,2024-02-14 08:54:04,A,646
1955,37763,2026-02-11 14:28:42,A,775
1956,9029,2023-09-27 09:08:12,A,914
1957,34033,2023-09-03 20:31:29,A,1429
1958,19835,2023-10-31 06:58:04,A,762
1959,17401,2025-02-04 14:29:52,A,826
1960,32800,2025-10-16 11:46:47,A,1003
1961,12252,2025-09-29 00:09:19,A,118
1962,35179,2026-02-03 15:45:41,A,864
1963,25766,2025-08-21 07:45:14,A,1348
1964,1316,2025-09-28 15:42:16,A,1473
1965,29158,2024-09-11 09:37:49,A,545
1966,31191,2024-04-17 17:44:03,A,657
1967,15601,2024-09-11 20:03:44,A,1274
1968,14499,2024-12-22 22:59:52,A,496
1969,542,2025-04-04 08:19:17,A,951
1970,38725,2025-05-21 17:30:37,A,585
1971,20864,2026-03-02 14:33:51,A,527
1972,36547,2023-07-07 19:41:45,A,773
1973,19269,2024-04-13 21:56:05,A,78
1974,10774,2024-06-19 17:36:14,A,897
1975,35250,2024-11-02 12:23:46,A,890
1976,10998,2025-08-21 22:56:16,A,393
1977,35150,2023-10-07 04:46:24,A,1222
1978,34028,2025-08-03 10:39:53,A,1067
1979,28439,2023-09-03 23:10:57,A,693
1980,2776,2024-09-12 01:27:12,A,358
1981,29746,2023-06-08 12:55:58,A,768
1982,33285,2026-02-21 09:01:06,A,1340
1983,21666,2023-10-12 10:31:07,A,93
1984,25421,2024-08-11 11:36:02,A,458
1985,17413,2025-10-10 19:39:03,A,399
1986,28094,2023-10-13 04:24:25,A,986
1987,31569,2024-06-21 22:21:20,A,1235
1988,21646,2024-08-04 19:39:38,A,671
1989,11438,2025-07-26 02:02:18,A,724
1990,29456,2025-08-01 21:36:06,A,1153
1991,35040,2025-06-13 03:46:14,A,880
1992,35452,2024-04-14 06:16:16,A,217
1993,30565,2025-01-11 19:23:54,A,1071
1994,33062,2025-02-21 14:07:15,A,723
1995,7180,2025-04-04 17:34:09,A,443
1996,18186,2025-07-14 06:41:14,A,1330
1997,13733,2025-11-04 04:53:10,A,1236
1998,9761,2024-08-07 12:16:39,A,1336
1999,38888,2024-11-02 08:52:37,A,1215
2000,33701,2025-01-02 05:22:28,A,329
2001,14070,2025-07-14 23:48:45,A,1265
2002,12715,2023-04-08 22:48:09,A,1349
2003,7024,2024-10-12 22:24:54,A,1053
2004,20434,2024-09-11 16:56:56,A,1439
2005,5998,2025-03-13 13:20:48,A,1041
2006,35883,2025-05-09 21:08:04,A,653
2007,8087,2023-10-16 01:55:09,A,315
2008,28182,2025-01-10 22:54:20,A,632
2009,17451,2025-07-05 00:21:16,A,954
2010,28468,2023-07-19 08:18:29,A,132
2011,36471,2024-02-04 12:24:38,A,744
2012,13198,2023-09-09 04:12:14,A,255
2013,34880,2023-11-11 19:12:46,A,516
2014,17096,2025-03-15 20:05:09,A,1056
2015,2970,2025-06-05 00:52:21,A,1349
2016,17614,2023-07-19 22:51:37,A,1475
2017,37529,2024-05-10 12:40:29,A,1186
2018,10018,2025-11-18 21:47:25,A,1216
2019,25999,2024-08-05 00:45:52,A,985
2020,17777,2025-03-15 00:43:04,A,89
2021,27039,2025-05-23 06:48:46,A,336
2022,38944,2023-06-18 14:19:17,A,1004
2023,38830,2024-09-26 00:10:18,A,255
2024,25698,2024-08-25 16:18:04,A,279
2025,28449,2023-05-31 14:56:00,A,527
2026,39031,2024-10-12 18:34:18,A,1351
2027,23144,2025-10-14 13:10:57,A,1487
2028,21389,2026-02-23 17:30:26,A,1368
2029,7408,2023-05-18 09:10:41,A,1352
2030,6798,2023-09-19 14:07:01,A,606
2031,18942,2024-02-28 20:20:08,A,1449
2032,33871,2024-05-16 19:39:29,A,761
2033,34857,2024-08-28 08:59:13,A,89
2034,8738,2025-02-06 21:12:33,A,940
2035,31082,2025-03-14 01:04:15,A,937
2036,27248,2023-07-25 19:36:10,A,240
2037,26085,2023-09-02 12:28:37,A,1190
2038,36435,2023-10-01 04:12:54,A,685
2039,12429,2024-04-26 02:09:03,A,1253
2040,18574,2025-12-12 16:58:49,A,1133
2041,35619,2024-05-21 17:12:56,A,495
2042,37669,2024-08-17 20:38:30,A,1243
2043,38335,2024-04-05 15:20:58,A,498
2044,39719,2024-10-06 00:23:29,A,678
2045,5427,2024-12-25 03:43:48,A,230
2046,27057,2025-09-10 05:04:35,A,792
2047,8340,2025-08-05 23:35:39,A,27
2048,18911,2025-09-24 16:15:23,A,1146
2049,15218,2023-06-25 06:52:43,A,1092
2050,8402,2024-08-21 06:30:03,A,565
2051,15958,2024-08-17 05:46:41,A,717
2052,28110,2024-08-21 07:20:20,A,110
2053,12308,2025-06-26 19:23:25,A,376
2054,36874,2023-05-21 23:36:30,A,943
2055,12185,2023-07-12 11:14:31,A,142
2056,27721,2024-09-09 07:36:47,A,732
2057,11665,2024-11-18 12:39:57,A,105
2058,20437,2025-04-15 13:40:50,A,992
2059,8290,2025-09-26 19:36:25,A,1470
2060,21410,2023-10-04 01:27:02,A,1194
2061,13358,2024-10-01 20:22:12,A,1368
2062,7195,2025-04-08 04:26:33,A,64
2063,7950,2023-06-05 00:09:33,A,1274
2064,36363,2023-09-12 03:30:35,A,67
2065,11016,2024-04-16 23:28:55,A,861
2066,11534,2024-03-25 04:01:43,A,107
2067,18074,2024-11-30 17:36:09,A,936
2068,16725,2025-09-24 22:19:23,A,1062
2069,28540,2026-01-06 11:50:21,A,337
2070,20389,2024-05-24 05:41:55,A,404
2071,7851,2024-09-20 06:29:08,A,1378
2072,7509,2025-03-25 05:32:48,A,378
2073,80,2023-05-12 04:39:30,A,868
2074,19731,2024-07-04 06:19:26,A,911
2075,13135,2024-09-09 00:25:31,A,822
2076,3295,2025-11-22 14:57:15,A,528
2077,37362,2023-06-06 15:06:36,A,146
2078,15782,2023-07-05 15:38:28,A,688
2079,17292,2025-01-16 07:12:21,A,1423
2080,3486,2025-03-16 05:26:00,A,908
2081,34986,2024-10-19 00:43:26,A,593
2082,13962,2024-11-20 12:58:29,A,767
2083,30102,2024-02-20 13:06:43,A,165
2084,39943,2025-08-27 19:54:33,A,680
2085,30356,2023-12-16 22:45:18,A,608
2086,23155,2024-12-25 14:31:29,A,58
2087,6310,2025-12-18 22:09:57,A,505
2088,16720,2026-01-09 07:50:27,A,505
2089,3374,2025-05-22 02:13:45,A,901
2090,34478,2023-03-27 09:57:30,A,1125
2091,36626,2023-12-21 01:13:17,A,307
2092,36469,2024-04-21 03:52:20,A,1318
2093,9138,2024-11-25 04:50:14,A,775
2094,30543,2025-09-13 10:25:06,A,639
2095,36649,2023-07-02 16:58:47,A,762
2096,30642,2024-05-18 03:30:04,A,1227
2097,14616,2024-08-07 02:20:45,A,10
2098,30223,2026-02-12 07:23:04,A,209
2099,39138,2026-01-19 23:52:26,A,823
2100,20911,2023-03-19 21:17:29,A,417
2101,1328,2025-07-10 05:50:06,A,405
2102,7723,2023-08-07 20:43:21,A,786
2103,22531,2023-05-05 13:20:15,A,133
2104,34818,2023-09-10 02:06:37,A,859
2105,24659,2024-11-19 20:48:49,A,387
2106,36820,2024-06-03 14:30:50,A,1153
2107,174,2023-05-30 07:48:34,A,208
2108,32570,2023-09-28 09:55:46,A,6
2109,10537,2023-11-06 14:11:25,A,96
2110,14232,2024-05-02 09:53:31,A,1120
2111,20858,2024-10-01 19:46:08,A,677
2112,30727,2025-08-27 13:20:31,A,1203
2113,35683,2025-08-03 18:11:17,A,1027
2114,37918,2023-08-16 15:29:34,A,1455
2115,24915,2023-12-30 16:52:23,A,1293
2116,32151,2024-10-25 11:46:45,A,293
2117,20479,2023-05-19 16:29:21,A,101
2118,18583,2023-12-17 19:14:44,A,1148
2119,18491,2023-12-09 12:04:59,A,1233
2120,17508,2024-03-16 03:16:38,A,51
2121,38706,2024-04-10 15:51:23,A,911
2122,39353,2024-12-15 00:39:58,A,599
2123,17889,2024-11-11 12:04:41,A,484
2124,7147,2025-11-03 12:40:41,A,25
2125,32118,2024-11-24 04:59:32,A,764
2126,5311,2026-01-12 09:18:53,A,657
2127,9287,2025-01-28 09:29:21,A,816
2128,7882,2025-12-18 10:30:38,A,526
2129,12232,2023-05-02 16:04:03,A,405
2130,28840,2025-07-14 21:11:13,A,985
2131,7852,2023-09-29 01:38:51,A,97
2132,20485,2025-12-01 23:24:20,A,1298
2133,24221,2023-04-07 11:11:04,A,1048
2134,20547,2024-12-31 11:56:03,A,149
2135,16481,2025-05-21 22:48:13,A,556
2136,30198,2023-08-07 01:46:31,A,829
2137,19863,2024-01-25 23:44:49,A,515
2138,1593,2024-03-28 04:18:54,A,482
2139,30851,2024-05-17 00:06:03,A,1174
2140,10491,2025-07-25 06:14:55,A,934
2141,26795,2023-10-25 02:41:33,A,162
2142,18431,2026-01-30 11:23:45,A,985
2143,33671,2025-01-12 08:30:55,A,1029
2144,1599,2025-06-15 13:10:54,A,227
2145,25086,2024-03-05 19:59:33,A,56
2146,7675,2024-08-23 06:32:36,A,928
2147,16573,2024-11-12 16:21:32,A,1390
2148,26091,2023-06-02 21:13:09,A,808
2149,1591,2024-11-08 02:26:06,A,141
2150,30671,2025-01-20 18:19:39,A,503
2151,28529,2023-09-14 02:43:03,A,601
2152,2967,2024-06-23 08:15:06,A,1488
2153,10375,2024-02-27 06:28:39,A,926
2154,34374,2024-06-23 15:37:17,A,793
2155,31922,2024-05-21 10:41:31,A,1434
2156,13573,2023-08-05 10:53:47,A,1035
2157,27779,2024-04-02 08:55:06,A,1258
2158,26635,2026-01-09 10:13:41,A,1445
2159,25274,2024-11-02 07:00:46,A,553
2160,14965,2024-12-11 07:24:05,A,264
2161,10287,2026-01-16 09:31:46,A,1449
2162,8966,2023-10-04 05:29:52,A,534
2163,31372,2025-11-16 09:53:47,A,1065
2164,37794,2023-09-05 17:47:19,A,1157
2165,29434,2023-09-13 01:35:12,A,1444
2166,18352,2024-03-18 17:08:17,A,733
2167,12053,2023-08-28 01:13:07,A,296
2168,12800,2024-04-23 11:49:11,A,1174
2169,32280,2025-11-14 21:29:18,A,659
2170,1679,2023-05-31 20:04:10,A,821
2171,8481,2024-09-08 17:34:20,A,116
2172,25258,2025-04-07 00:24:19,A,512
2173,1596,2025-07-05 16:45:59,A,830
2174,19720,2026-01-04 10:30:53,A,28
2175,21565,2026-02-19 09:02:02,A,384
2176,6486,2024-05-19 04:26:38,A,965
2177,39784,2025-12-16 21:22:33,A,1068
2178,32911,2024-10-08 20:55:53,A,1440
2179,1321,2024-11-14 11:36:43,A,388
2180,7674,2025-12-02 21:56:56,A,1014
2181,10417,2023-08-11 17:18:06,A,998
2182,36622,2024-02-25 03:29:13,A,564
2183,34144,2024-06-02 21:27:32,A,729
2184,19684,2025-05-10 17:14:06,A,494
2185,21051,2023-12-14 00:34:42,A,837
2186,7159,2024-10-04 05:40:09,A,72
2187,1234,2023-08-29 09:36:57,A,392
2188,32854,2024-08-20 09:52:52,A,473
2189,32749,2026-01-07 19:31:44,A,677
2190,31301,2024-05-12 08:29:26,A,1469
2191,17988,2025-03-29 22:47:32,A,123
2192,35767,2025-08-06 00:19:47,A,436
2193,10216,2024-04-01 02:02:28,A,760
2194,26177,2024-07-02 02:07:47,A,1275
2195,4394,2024-08-22 16:32:12,A,1092
2196,15545,2024-12-26 03:24:28,A,286
2197,31957,2025-04-26 17:18:20,A,1316
2198,22325,2023-03-26 19:13:36,A,115
2199,27190,2025-03-15 11:40:46,A,1459
2200,27555,2025-06-18 22:18:55,A,37
2201,37038,2023-02-19 09:52:48,A,20
2202,33154,2023-05-11 14:28:44,A,877
2203,32489,2023-03-10 22:13:58,A,101
2204,3870,2023-11-15 06:18:46,A,1005
2205,12301,2023-11-07 00:52:40,A,31
2206,4274,2024-11-12 06:24:33,A,147
2207,14146,2023-03-21 14:48:54,A,866
2208,28144,2023-07-15 23:25:46,A,464
2209,3781,2025-04-03 07:07:52,A,781
2210,22432,2023-12-11 02:59:25,A,233
2211,29725,2025-04-15 22:05:42,A,66
2212,10851,2023-12-08 04:50:31,A,1316
2213,35469,2024-01-31 14:01:13,A,472
2214,15434,2024-04-28 02:39:19,A,1492
2215,3721,2023-07-29 18:30:59,A,455
2216,15297,2024-04-24 17:51:48,A,1086
2217,12327,2025-01-31 14:42:26,A,414
2218,38146,2025-08-10 04:55:45,A,5
2219,33426,2025-12-29 05:28:03,A,592
2220,33860,2024-04-25 10:36:33,A,1095
2221,35419,2025-02-12 14:05:15,A,1196
2222,28351,2023-07-09 13:14:34,A,1372
2223,17215,2024-05-09 15:52:36,A,608
2224,11901,2024-07-12 13:36:47,A,1252
2225,38373,2024-09-22 20:13:28,A,1322
2226,8166,2023-11-13 03:11:37,A,1204
2227,1252,2024-02-24 06:52:41,A,1193
2228,31282,2024-10-05 06:54:54,A,64
2229,34711,2025-06-08 15:25:47,A,714
2230,21987,2023-05-07 19:42:32,A,936
2231,10549,2023-04-30 12:34:14,A,326
2232,21343,2023-07-22 07:30:57,A,758
2233,11317,2024-06-04 04:29:25,A,101
2234,9622,2025-07-29 18:00:11,A,716
2235,21840,2025-09-26 17:07:04,A,27
2236,36922,2023-06-03 20:58:28,A,186
2237,28801,2023-11-14 03:55:20,A,1128
2238,39007,2024-10-07 18:35:31,A,386
2239,36303,2024-12-09 01:28:20,A,1289
2240,18931,2025-06-27 13:18:11,A,1218
2241,16702,2024-09-18 07:36:35,A,717
2242,11796,2025-03-04 10:34:19,A,228
2243,411,2025-12-21 19:44:36,A,438
2244,21657,2026-02-04 16:36:13,A,430
2245,9446,2023-06-15 08:28:30,A,1181
2246,33541,2025-08-13 05:52:29,A,153
2247,38218,2024-02-03 06:13:40,A,1442
2248,13305,2023-07-21 19:28:20,A,1144
2249,31259,2023-08-01 14:40:42,A,359
2250,19398,2023-10-24 06:09:39,A,1281
2251,20393,2023-10-03 17:48:09,A,23
2252,20471,2023-06-19 17:27:03,A,301
2253,19221,2023-07-08 18:24:54,A,684
2254,22884,2024-01-30 14:31:50,A,1495
2255,39238,2024-01-25 07:10:17,A,1257
2256,15017,2024-10-30 14:54:40,A,433
2257,12524,2025-11-02 20:09:22,A,963
2258,23534,2023-05-13 12:12:04,A,308
2259,19288,2023-07-07 10:01:47,A,1484
2260,2703,2024-01-01 14:11:31,A,798
2261,38384,2024-01-14 02:20:34,A,1401
2262,35502,2024-02-23 08:42:00,A,737
2263,32922,2025-03-05 02:21:43,A,854
2264,163,2025-03-20 05:08:51,A,1232
2265,15729,2023-05-22 03:57:09,A,1452
2266,32808,2023-10-13 21:33:50,A,1372
2267,19613,2023-12-30 12:53:37,A,602
2268,23337,2025-02-04 19:44:07,A,295
2269,20673,2025-03-17 02:01:11,A,416
2270,4393,2025-06-21 00:13:59,A,249
2271,28407,2024-04-16 05:46:37,A,99
2272,18749,2025-07-19 18:13:45,A,1028
2273,3992,2024-05-11 22:06:45,A,537
2274,32138,2025-05-03 21:04:45,A,556
2275,27047,2025-08-20 00:18:01,A,647
2276,38730,2023-03-19 18:17:32,A,1226
2277,7354,2023-10-06 10:48:50,A,192
2278,35463,2025-10-29 09:36:46,A,1170
2279,39726,2025-11-14 03:26:11,A,480
2280,32684,2023-09-16 20:45:59,A,1162
2281,35466,2025-10-08 09:28:03,A,351
2282,10681,2024-01-07 12:59:03,A,546
2283,38297,2025-07-03 22:43:01,A,1226
2284,3154,2023-08-31 00:04:24,A,651
2285,26501,2024-05-13 04:35:53,A,1360
2286,27746,2024-05-26 09:14:03,A,647
2287,28310,2025-06-18 10:04:29,A,915
2288,191,2024-09-15 03:57:00,A,134
2289,7207,2026-01-19 10:48:53,A,585
2290,16737,2023-05-04 15:45:39,A,867
2291,19569,2025-05-26 14:04:36,A,1269
2292,27389,2024-09-07 06:03:02,A,1384
2293,39366,2025-12-08 03:31:28,A,1481
2294,26992,2026-03-15 21:11:12,A,1051
2295,22836,2023-06-26 17:14:43,A,933
2296,3153,2024-02-21 23:53:01,A,1228
2297,32705,2025-07-21 10:52:49,A,654
2298,12111,2026-01-17 05:05:07,A,1173
2299,19295,2025-12-06 17:59:57,A,1293
2300,14024,2023-08-28 15:20:57,A,1118
2301,8425,2023-10-09 21:47:42,A,1421
2302,35557,2023-10-08 13:29:29,A,802
2303,32133,2024-08-10 16:55:10,A,401
2304,21468,2024-07-25 00:22:54,A,1224
2305,16096,2024-12-14 19:48:54,A,239
2306,32085,2025-09-06 15:30:38,A,1194
2307,37613,2025-09-30 02:06:37,A,72
2308,22112,2024-01-20 03:39:30,A,86
2309,16732,2025-08-11 07:04:45,A,25
2310,28461,2023-07-17 08:25:51,A,876
2311,11028,2025-07-01 06:06:56,A,1028
2312,38270,2023-06-26 22:17:37,A,1127
2313,26191,2024-06-11 09:12:14,A,263
2314,2706,2024-07-04 06:47:21,A,1385
2315,33463,2024-08-18 01:43:44,A,1428
2316,34271,2025-02-12 18:54:10,A,748
2317,27700,2025-03-06 06:38:06,A,77
2318,11427,2023-12-11 18:49:02,A,174
2319,18307,2024-04-05 01:28:00,A,962
2320,37485,2025-01-26 02:53:29,A,1181
2321,13795,2025-05-31 03:42:47,A,292
2322,2951,2026-03-22 21:54:31,A,574
2323,33773,2023-07-07 08:46:39,A,482
2324,16596,2023-07-01 16:48:33,A,584
2325,18842,2023-08-25 12:10:43,A,1222
2326,192,2024-04-22 03:08:58,A,1118
2327,30881,2024-07-20 20:17:45,A,1084
2328,39002,2024-03-11 11:51:27,A,936
2329,25191,2024-05-07 00:12:22,A,707
2330,1235,2023-12-05 00:57:28,A,690
2331,19391,2024-07-17 16:42:59,A,387
2332,18108,2025-02-24 11:24:43,A,989
2333,24446,2025-06-22 04:51:19,A,968
2334,34972,2024-03-26 09:12:23,A,941
2335,17928,2025-04-30 19:14:18,A,1119
2336,22509,2025-08-02 20:54:38,A,1188
2337,18890,2023-06-20 22:35:08,A,1480
2338,912,2023-11-04 17:40:20,A,930
2339,1251,2025-10-09 11:39:29,A,375
2340,162,2025-07-02 16:18:31,A,1043
2341,1194,2025-05-04 10:03:18,A,399
2342,27318,2023-06-07 07:34:57,A,716
2343,39429,2024-05-23 18:09:29,A,602
2344,25331,2024-12-23 10:26:06,A,1343
2345,23594,2025-03-18 05:12:35,A,798
2346,14958,2025-03-02 22:19:22,A,975
2347,652,2025-07-19 11:46:52,A,1370
2348,27405,2025-07-15 16:04:38,A,715
2349,27543,2024-01-03 11:24:40,A,282
2350,38348,2024-04-26 19:31:11,A,1145
2351,25462,2023-03-14 22:59:11,A,562
2352,23084,2023-09-02 16:55:27,A,62
2353,33260,2024-01-10 02:17:53,A,1106
2354,5802,2023-12-12 10:19:39,A,536
2355,28270,2024-02-23 20:23:39,A,269
2356,16991,2025-11-13 06:38:33,A,1488
2357,7878,2023-05-25 00:55:08,A,1031
2358,24395,2024-11-11 14:33:50,A,741
2359,11962,2025-11-05 06:15:46,A,1222
2360,4061,2024-04-13 12:28:39,A,981
2361,23844,2025-01-24 20:00:22,A,127
2362,30245,2026-01-09 12:54:17,A,564
2363,4064,2026-03-19 14:12:42,A,781
2364,21842,2023-12-15 06:39:29,A,617
2365,19194,2025-11-30 10:42:32,A,1317
2366,14326,2023-06-29 05:27:31,A,37
2367,6042,2025-10-31 11:48:58,A,1444
2368,31422,2023-08-05 23:12:08,A,277
2369,38065,2024-08-31 04:37:43,A,288
2370,17655,2025-01-07 03:07:19,A,360
2371,3745,2026-02-21 22:37:36,A,1012
2372,18508,2026-04-04 14:30:32,A,800
2373,33850,2023-10-23 00:28:45,A,1354
2374,29306,2023-10-12 05:46:37,A,1148
2375,1117,2024-01-03 08:36:32,A,1163
2376,1237,2024-04-12 03:50:53,A,1415
2377,14991,2023-03-25 06:39:12,A,1467
2378,8868,2024-05-10 09:17:46,A,1153
2379,20839,2025-12-26 00:30:02,A,867
2380,33517,2025-04-09 05:05:37,A,1383
2381,11380,2024-07-30 03:07:39,A,1396
2382,27873,2023-05-18 23:17:59,A,319
2383,9681,2025-11-08 09:17:58,A,1162
2384,4065,2023-11-25 03:13:14,A,231
2385,5262,2025-05-21 05:28:59,A,1202
2386,30986,2025-05-02 21:58:00,A,592
2387,18625,2025-08-18 14:55:18,A,1300
2388,3151,2025-09-26 06:45:19,A,1227
2389,13630,2026-03-23 01:49:20,A,28
2390,24383,2023-10-17 16:09:09,A,623
2391,15053,2025-02-18 01:04:12,A,1290
2392,5261,2023-04-09 01:33:08,A,1466
2393,10684,2023-07-02 09:10:35,A,1140
2394,26129,2024-04-26 00:11:17,A,149
2395,9938,2025-04-05 20:30:56,A,1385
2396,32603,2024-09-01 05:48:51,A,656
2397,14618,2024-02-03 16:09:33,A,1190
2398,2712,2024-01-06 23:19:21,A,522
2399,14800,2024-02-18 18:33:03,A,971
2400,18118,2024-12-15 05:55:52,A,1107
2401,22114,2025-07-02 20:24:01,A,618
2402,23417,2024-01-19 07:09:34,A,370
2403,24634,2023-03-03 23:02:56,A,1171
2404,11113,2023-06-19 13:57:24,A,895
2405,35003,2024-02-28 13:36:59,A,754
2406,12440,2024-10-17 17:03:23,A,663
2407,24043,2025-05-08 05:44:30,A,342
