ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateID,ArrestSurrenderDistrictID,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
6630,10997,Surrender,03-12-2023,1,29,582,1112,311,16422,1,0
6631,18055,Arrest,16-03-2024,1,29,582,744,307,16424,1,0
6632,18055,Arrest,29-02-2024,1,29,582,347,307,16425,1,0
6633,23247,Arrest,09-04-2024,1,29,582,1,309,16426,1,0
6634,8570,Surrender,06-08-2024,1,29,582,152,305,16427,1,0
6635,8570,Surrender,27-07-2024,1,29,582,95,305,16428,1,0
6636,3314,Surrender,20-03-2024,1,2,583,791,121,16434,1,0
6637,30081,Surrender,26-07-2024,1,2,583,301,124,16437,1,0
6638,24905,Surrender,01-04-2025,1,2,583,398,124,16439,1,0
6639,150,Arrest,06-11-2025,1,2,583,452,118,16443,1,0
6640,25689,Arrest,13-11-2023,1,2,583,1139,122,16446,1,0
6641,10649,Arrest,21-11-2023,1,2,583,520,119,16447,1,0
6642,1661,Arrest,24-11-2023,1,2,583,912,119,16448,1,0
6643,20928,Arrest,25-01-2024,1,2,583,162,124,16449,1,0
6644,17895,Surrender,21-04-2024,1,2,583,862,125,16451,1,0
6645,3512,Arrest,08-10-2024,1,2,583,720,120,16456,1,0
6646,31613,Surrender,10-11-2024,1,2,583,1297,120,16458,1,0
6647,12271,Surrender,29-05-2025,1,2,583,761,124,16459,1,0
6648,14720,Arrest,06-11-2025,1,2,583,346,125,16460,1,0
6649,14791,Arrest,19-06-2024,1,2,583,223,121,16462,1,0
6650,20251,Arrest,27-03-2025,1,2,583,244,118,16463,1,0
6651,14154,Surrender,16-10-2025,1,2,583,838,125,16466,1,0
6652,27893,Surrender,24-02-2023,1,2,583,813,120,16469,1,0
6653,1488,Arrest,17-03-2023,1,2,583,597,124,16470,1,0
6654,3050,Surrender,26-07-2023,1,2,583,990,121,16473,1,0
6655,27018,Surrender,14-09-2023,1,2,583,583,121,16474,1,0
6656,9308,Surrender,29-06-2024,1,2,583,377,118,16477,1,0
6657,15102,Surrender,15-04-2025,1,2,583,391,121,16484,1,0
6658,23850,Surrender,23-06-2025,1,2,583,798,121,16487,1,0
6659,24590,Arrest,15-03-2023,1,2,584,392,124,16489,1,0
6660,22120,Surrender,08-03-2025,1,2,584,1230,118,16495,1,0
6661,22120,Surrender,22-02-2025,1,2,584,750,118,16496,1,0
6662,24644,Arrest,10-10-2025,1,2,584,344,123,16500,1,0
6663,26159,Surrender,25-01-2023,1,2,584,711,122,16501,1,0
6664,12140,Surrender,28-03-2023,1,2,584,95,125,16502,1,0
6665,33539,Arrest,05-04-2023,1,2,584,419,120,16504,1,0
6666,5164,Surrender,30-03-2023,1,2,584,1021,124,16506,1,0
6667,35396,Arrest,06-07-2023,1,2,584,432,122,16507,1,0
6668,35972,Arrest,09-04-2024,1,2,584,1274,118,16509,1,0
6669,31025,Surrender,16-10-2024,1,2,584,865,120,16513,1,0
6670,1441,Surrender,03-11-2024,1,2,584,376,121,16515,1,0
6671,38162,Surrender,17-12-2024,1,2,584,1261,118,16516,1,0
6672,38162,Surrender,07-01-2025,1,2,584,35,118,16517,1,0
6673,38055,Arrest,03-07-2025,1,2,584,1486,125,16520,1,0
6674,35992,Arrest,26-09-2025,1,2,584,786,121,16523,1,0
6675,27312,Surrender,03-02-2023,1,2,584,259,122,16527,1,0
6676,27312,Surrender,09-02-2023,1,2,584,920,122,16528,1,0
6677,3043,Surrender,20-08-2023,1,2,584,634,121,16529,1,0
6678,15478,Arrest,27-02-2025,1,2,584,35,118,16530,1,0
6679,15478,Arrest,02-03-2025,1,2,584,1355,118,16531,1,0
6680,1261,Arrest,28-10-2025,1,2,584,382,124,16533,1,0
6681,39217,Arrest,14-12-2025,1,2,584,1016,118,16534,1,0
6682,953,Surrender,01-04-2023,1,2,584,358,122,16536,1,0
6683,19474,Arrest,21-06-2023,1,2,584,782,118,16538,1,0
6684,19474,Surrender,02-07-2023,1,2,584,140,118,16539,1,0
6685,38463,Surrender,13-07-2023,1,2,584,544,123,16541,1,0
6686,26145,Arrest,09-09-2023,1,2,584,1062,119,16542,1,0
6687,13352,Arrest,11-03-2024,1,2,584,186,120,16544,1,0
6688,13352,Arrest,23-03-2024,1,2,584,291,120,16545,1,0
6689,1972,Surrender,17-03-2025,1,2,584,467,122,16548,1,0
6690,685,Surrender,21-06-2023,1,2,585,1332,123,16550,1,0
6691,7062,Surrender,27-11-2023,1,2,585,762,118,16551,1,0
6692,20001,Surrender,20-09-2024,1,2,585,1411,125,16555,1,0
6693,1057,Surrender,19-11-2024,1,2,585,251,121,16556,1,0
6694,32486,Surrender,30-11-2024,1,2,585,1371,119,16557,1,0
6695,32486,Surrender,18-11-2024,1,2,585,1360,119,16558,1,0
6696,8609,Surrender,13-03-2025,1,2,585,691,123,16559,1,0
6697,28149,Surrender,04-05-2025,1,2,585,224,125,16560,1,0
6698,23410,Surrender,05-10-2023,1,2,585,1014,120,16563,1,0
6699,18174,Arrest,25-04-2024,1,2,585,406,124,16566,1,0
6700,18174,Surrender,18-04-2024,1,2,585,5,124,16567,1,0
6701,18669,Arrest,05-12-2025,1,2,585,803,124,16577,1,0
6702,18669,Surrender,21-11-2025,1,2,585,565,124,16578,1,0
6703,36787,Arrest,25-03-2023,1,2,585,1444,125,16579,1,0
6704,2916,Arrest,25-10-2024,1,2,585,355,118,16586,1,0
6705,15683,Surrender,20-12-2024,1,2,585,299,122,16587,1,0
6706,31591,Surrender,23-12-2025,1,2,585,194,118,16589,1,0
6707,26326,Surrender,21-09-2025,1,2,585,194,121,16596,1,0
6708,17297,Arrest,31-01-2023,1,2,586,1181,119,16598,1,0
6709,6724,Arrest,23-03-2023,1,2,586,557,125,16600,1,0
6710,23421,Surrender,30-06-2023,1,2,586,1127,120,16601,1,0
6711,26008,Surrender,14-01-2024,1,2,586,1215,118,16602,1,0
6712,39046,Surrender,07-06-2024,1,2,586,1085,119,16607,1,0
6713,2020,Arrest,19-01-2025,1,2,586,686,121,16611,1,0
6714,12543,Surrender,18-01-2026,1,2,586,834,122,16614,1,0
6715,12543,Arrest,25-01-2026,1,2,586,1434,122,16615,1,0
6716,17945,Surrender,22-08-2023,1,2,586,713,120,16620,1,0
6717,18281,Arrest,23-09-2023,1,2,586,1146,118,16622,1,0
6718,11451,Surrender,15-06-2025,1,2,586,111,125,16627,1,0
6719,16204,Surrender,06-12-2025,1,2,586,430,123,16628,1,0
6720,20311,Arrest,14-01-2023,1,2,586,1014,118,16630,1,0
6721,24068,Arrest,08-12-2024,1,2,586,1111,118,16639,1,0
6722,32801,Surrender,04-05-2023,1,2,586,660,118,16644,1,0
6723,5471,Arrest,07-02-2025,1,2,586,32,122,16651,1,0
6724,37834,Surrender,30-04-2025,1,2,586,573,118,16652,1,0
6725,32078,Arrest,25-05-2025,1,2,586,1341,123,16654,1,0
6726,25422,Surrender,20-04-2023,1,2,587,517,120,16656,1,0
6727,25422,Surrender,24-03-2023,1,2,587,1400,120,16657,1,0
6728,4762,Surrender,23-11-2023,1,2,587,1042,124,16659,1,0
6729,24315,Arrest,05-12-2023,1,2,587,23,122,16661,1,0
6730,15063,Arrest,28-12-2024,1,2,587,225,121,16664,1,0
6731,14157,Arrest,09-11-2025,1,2,587,488,123,16667,1,0
6732,31733,Arrest,17-06-2023,1,2,587,780,118,16669,1,0
6733,18964,Surrender,16-07-2023,1,2,587,742,125,16671,1,0
6734,5641,Arrest,22-07-2023,1,2,587,1199,120,16673,1,0
6735,11818,Surrender,17-08-2023,1,2,587,540,121,16674,1,0
6736,25484,Arrest,09-11-2023,1,2,587,155,125,16675,1,0
6737,25484,Surrender,22-11-2023,1,2,587,725,125,16676,1,0
6738,7758,Arrest,11-03-2024,1,2,587,1198,120,16677,1,0
6739,3047,Surrender,04-08-2024,1,2,587,615,122,16679,1,0
6740,4855,Surrender,16-04-2023,1,2,587,1487,122,16684,1,0
6741,32613,Arrest,02-05-2023,1,2,587,1475,119,16685,1,0
6742,15679,Surrender,07-02-2024,1,2,587,117,123,16688,1,0
6743,8784,Surrender,16-07-2025,1,2,587,497,118,16695,1,0
6744,8784,Surrender,02-07-2025,1,2,587,628,118,16696,1,0
6745,12463,Arrest,05-03-2023,1,2,587,746,121,16697,1,0
6746,5602,Arrest,27-10-2023,1,2,587,1151,124,16698,1,0
6747,34831,Arrest,16-12-2023,1,2,587,438,118,16699,1,0
6748,16821,Arrest,09-01-2024,1,2,587,1018,119,16701,1,0
6749,32192,Surrender,08-04-2024,1,2,587,686,119,16705,1,0
6750,29889,Surrender,25-08-2024,1,2,587,343,123,16709,1,0
6751,32367,Arrest,04-12-2024,1,2,587,19,119,16710,1,0
6752,21100,Surrender,01-05-2025,1,2,587,1102,121,16715,1,0
6753,32867,Arrest,25-10-2025,1,2,587,575,121,16716,1,0
6754,16845,Surrender,11-05-2023,1,2,588,189,118,16722,1,0
6755,10185,Arrest,22-08-2023,1,2,588,541,118,16723,1,0
6756,23033,Surrender,26-11-2023,1,2,588,1186,118,16725,1,0
6757,27697,Arrest,11-03-2025,1,2,588,1202,125,16729,1,0
6758,20579,Arrest,22-04-2025,1,2,588,447,125,16730,1,0
6759,9033,Surrender,25-09-2025,1,2,588,332,123,16732,1,0
6760,3049,Arrest,15-04-2023,1,2,588,1108,121,16736,1,0
6761,8318,Surrender,24-10-2024,1,2,588,904,118,16741,1,0
6762,18700,Arrest,29-09-2024,1,2,588,453,119,16742,1,0
6763,18700,Surrender,02-10-2024,1,2,588,1211,119,16743,1,0
6764,33306,Arrest,08-11-2024,1,2,588,1161,118,16744,1,0
6765,33306,Arrest,29-10-2024,1,2,588,960,118,16745,1,0
6766,38301,Arrest,27-11-2024,1,2,588,931,122,16748,1,0
6767,10990,Arrest,17-07-2025,1,2,588,504,124,16751,1,0
6768,30648,Arrest,21-03-2023,1,2,588,120,121,16754,1,0
6769,35734,Surrender,13-04-2023,1,2,588,647,122,16755,1,0
6770,26802,Arrest,30-07-2024,1,2,588,1169,118,16757,1,0
6771,25078,Arrest,31-12-2025,1,2,588,697,125,16764,1,0
6772,8872,Arrest,26-12-2025,1,2,588,1001,121,16767,1,0
6773,31016,Surrender,26-02-2023,1,2,588,575,118,16768,1,0
6774,28808,Arrest,15-09-2023,1,2,588,1360,122,16771,1,0
6775,18790,Arrest,02-01-2025,1,2,588,866,118,16776,1,0
6776,21117,Surrender,11-11-2025,1,2,588,1113,119,16777,1,0
6777,3734,Surrender,21-11-2025,1,2,588,1293,123,16778,1,0
6778,3053,Arrest,20-04-2024,1,2,589,73,123,16783,1,0
6779,33768,Arrest,01-09-2024,1,2,589,989,123,16784,1,0
6780,23361,Surrender,14-03-2025,1,2,589,83,123,16788,1,0
6781,38591,Arrest,31-03-2025,1,2,589,1331,118,16789,1,0
6782,17528,Surrender,08-05-2024,1,2,589,871,124,16794,1,0
6783,21651,Surrender,12-08-2024,1,2,589,647,124,16797,1,0
6784,27887,Arrest,14-07-2025,1,2,589,762,122,16804,1,0
6785,10861,Arrest,30-03-2023,1,2,589,307,122,16809,1,0
6786,8840,Surrender,04-07-2024,1,2,589,1416,119,16813,1,0
6787,8840,Arrest,29-07-2024,1,2,589,242,119,16814,1,0
6788,33481,Surrender,27-09-2024,1,2,589,1046,120,16815,1,0
6789,5685,Surrender,07-02-2025,1,2,589,488,118,16817,1,0
6790,33999,Surrender,19-11-2025,1,2,589,890,122,16820,1,0
6791,36952,Surrender,31-05-2023,1,2,589,1228,124,16825,1,0
6792,12083,Arrest,10-02-2024,1,2,589,785,120,16826,1,0
6793,3735,Arrest,13-03-2024,1,2,589,414,121,16827,1,0
6794,17852,Surrender,13-05-2024,1,2,589,365,120,16829,1,0
6795,10148,Arrest,28-12-2024,1,2,589,271,123,16831,1,0
6796,10148,Arrest,28-12-2024,1,2,589,731,123,16832,1,0
6797,23083,Surrender,09-07-2025,1,2,589,140,118,16833,1,0
6798,26797,Arrest,05-03-2023,1,2,590,35,118,16836,1,0
6799,26797,Arrest,24-03-2023,1,2,590,23,118,16837,1,0
6800,5478,Surrender,07-05-2023,1,2,590,1224,125,16839,1,0
6801,20610,Arrest,11-09-2023,1,2,590,996,118,16841,1,0
6802,29065,Surrender,19-02-2024,1,2,590,732,118,16842,1,0
6803,29065,Arrest,10-03-2024,1,2,590,1170,118,16843,1,0
6804,10283,Surrender,05-08-2024,1,2,590,252,124,16844,1,0
6805,4857,Surrender,19-11-2025,1,2,590,942,124,16848,1,0
6806,26464,Surrender,24-11-2025,1,2,590,1344,125,16849,1,0
6807,5848,Arrest,26-04-2023,1,2,590,990,122,16851,1,0
6808,19280,Surrender,21-06-2025,1,2,590,1115,119,16856,1,0
6809,33627,Arrest,20-11-2025,1,2,590,1396,123,16859,1,0
6810,36218,Arrest,08-08-2024,1,2,590,1187,122,16861,1,0
6811,260,Arrest,06-10-2024,1,2,590,987,122,16862,1,0
6812,17580,Arrest,21-10-2024,1,2,590,1318,125,16863,1,0
6813,25072,Surrender,02-11-2024,1,2,590,944,123,16864,1,0
6814,37349,Arrest,08-11-2024,1,2,590,199,118,16865,1,0
6815,9949,Arrest,26-02-2025,1,2,590,820,118,16867,1,0
6816,9949,Surrender,07-03-2025,1,2,590,100,118,16868,1,0
6817,32933,Arrest,17-06-2025,1,2,590,543,118,16869,1,0
6818,32933,Arrest,01-06-2025,1,2,590,1339,118,16870,1,0
6819,7895,Surrender,29-09-2025,1,2,590,706,120,16871,1,0
6820,1491,Arrest,25-07-2023,1,2,590,547,121,16874,1,0
6821,30043,Surrender,24-09-2023,1,2,590,1160,121,16876,1,0
6822,25474,Arrest,26-10-2023,1,2,590,1346,118,16877,1,0
6823,27901,Surrender,30-03-2024,1,2,590,84,118,16879,1,0
6824,27901,Arrest,31-03-2024,1,2,590,868,118,16880,1,0
6825,21537,Surrender,21-03-2024,1,2,590,989,120,16881,1,0
6826,8876,Arrest,09-07-2024,1,2,590,1478,125,16884,1,0
6827,26658,Arrest,26-09-2024,1,2,590,458,122,16889,1,0
6828,11677,Surrender,13-03-2025,1,2,590,456,118,16892,1,0
6829,21490,Surrender,03-03-2023,1,2,591,105,120,16896,1,0
6830,14562,Surrender,06-06-2024,1,2,591,1190,123,16899,1,0
6831,7027,Surrender,16-10-2024,1,2,591,1406,119,16900,1,0
6832,951,Surrender,22-04-2025,1,2,591,1223,119,16903,1,0
6833,10024,Surrender,07-06-2025,1,2,591,528,124,16906,1,0
6834,7534,Arrest,06-10-2025,1,2,591,378,121,16907,1,0
6835,15930,Surrender,13-11-2023,1,2,591,557,120,16910,1,0
6836,9605,Surrender,25-03-2024,1,2,591,14,122,16911,1,0
6837,9605,Arrest,16-03-2024,1,2,591,3,122,16912,1,0
6838,16387,Surrender,07-11-2024,1,2,591,528,120,16914,1,0
6839,16387,Arrest,26-10-2024,1,2,591,648,120,16915,1,0
6840,25574,Arrest,20-03-2024,1,2,591,1416,120,16919,1,0
6841,35408,Surrender,05-04-2024,1,2,591,1394,120,16920,1,0
6842,35408,Arrest,29-03-2024,1,2,591,234,120,16921,1,0
6843,18153,Surrender,27-10-2024,1,2,591,1044,122,16924,1,0
6844,18153,Arrest,03-11-2024,1,2,591,606,122,16925,1,0
6845,12492,Arrest,02-04-2025,1,2,591,993,124,16926,1,0
6846,3514,Arrest,03-04-2025,1,2,591,861,122,16927,1,0
6847,27100,Arrest,30-08-2025,1,2,591,713,120,16928,1,0
6848,27333,Surrender,26-11-2025,1,2,591,1197,124,16929,1,0
6849,32233,Surrender,18-04-2023,1,2,591,926,123,16930,1,0
6850,33468,Arrest,02-05-2023,1,2,591,1159,121,16931,1,0
6851,26667,Arrest,25-03-2025,1,2,591,203,124,16940,1,0
6852,26667,Arrest,24-03-2025,1,2,591,965,124,16941,1,0
6853,18084,Surrender,17-04-2025,1,2,591,1293,122,16942,1,0
6854,26136,Arrest,14-06-2025,1,2,591,1028,121,16944,1,0
6855,19972,Arrest,20-08-2025,1,2,591,905,121,16946,1,0
6856,37331,Surrender,18-08-2025,1,2,591,1353,123,16948,1,0
6857,1490,Arrest,15-03-2023,1,2,592,1214,122,16951,1,0
6858,7382,Surrender,20-05-2023,1,2,592,442,122,16952,1,0
6859,7382,Arrest,02-06-2023,1,2,592,1039,122,16953,1,0
6860,32778,Arrest,28-10-2023,1,2,592,818,119,16954,1,0
6861,32778,Surrender,13-10-2023,1,2,592,923,119,16955,1,0
6862,16689,Surrender,06-12-2024,1,2,592,1051,125,16958,1,0
6863,16689,Surrender,07-12-2024,1,2,592,718,125,16959,1,0
6864,28912,Surrender,22-06-2025,1,2,592,1389,120,16963,1,0
6865,28912,Surrender,05-07-2025,1,2,592,959,120,16964,1,0
6866,18130,Surrender,03-12-2025,1,2,592,245,124,16967,1,0
6867,710,Surrender,04-11-2023,1,2,592,656,120,16970,1,0
6868,25054,Arrest,12-06-2025,1,2,592,1295,120,16974,1,0
6869,7719,Surrender,25-06-2025,1,2,592,352,122,16975,1,0
6870,6053,Arrest,22-02-2024,1,2,592,618,124,16976,1,0
6871,5846,Surrender,19-03-2024,1,2,592,868,124,16977,1,0
6872,26533,Arrest,18-05-2024,1,2,592,1318,122,16979,1,0
6873,12751,Arrest,26-04-2025,1,2,592,378,121,16984,1,0
6874,7449,Arrest,24-10-2025,1,2,592,127,125,16986,1,0
6875,34893,Surrender,25-03-2023,1,2,592,1482,125,16988,1,0
6876,5482,Surrender,28-08-2023,1,2,592,345,125,16990,1,0
6877,28699,Surrender,21-09-2023,1,2,592,438,119,16992,1,0
6878,38735,Surrender,19-01-2024,1,2,592,933,120,16995,1,0
6879,38172,Surrender,19-03-2025,1,2,592,96,121,17004,1,0
6880,23196,Surrender,19-03-2025,1,2,592,1173,119,17006,1,0
6881,7815,Surrender,07-05-2025,1,2,592,468,120,17008,1,0
6882,19652,Surrender,10-07-2025,1,2,592,598,118,17009,1,0
6883,3044,Arrest,31-10-2023,1,2,593,1153,122,17012,1,0
6884,5849,Surrender,14-07-2024,1,2,593,21,125,17015,1,0
6885,13159,Arrest,23-08-2024,1,2,593,681,120,17016,1,0
6886,2548,Arrest,17-11-2024,1,2,593,1254,121,17018,1,0
6887,20601,Arrest,27-12-2024,1,2,593,161,123,17019,1,0
6888,23166,Surrender,04-09-2025,1,2,593,431,119,17021,1,0
6889,38513,Arrest,31-10-2025,1,2,593,248,118,17023,1,0
6890,5481,Surrender,08-02-2023,1,2,593,1457,124,17024,1,0
6891,35281,Arrest,27-10-2023,1,2,593,102,125,17027,1,0
6892,19279,Surrender,23-04-2025,1,2,593,2,118,17029,1,0
6893,22804,Arrest,28-04-2025,1,2,593,628,118,17032,1,0
6894,22804,Surrender,28-04-2025,1,2,593,143,118,17033,1,0
6895,5674,Arrest,09-06-2025,1,2,593,341,121,17034,1,0
6896,30596,Surrender,29-09-2025,1,2,593,726,119,17036,1,0
6897,30596,Arrest,17-10-2025,1,2,593,278,119,17037,1,0
6898,13946,Arrest,27-04-2023,1,2,593,25,119,17038,1,0
6899,13946,Arrest,01-05-2023,1,2,593,922,119,17039,1,0
6900,6902,Surrender,08-05-2024,1,2,593,1063,123,17043,1,0
6901,6902,Surrender,15-05-2024,1,2,593,695,123,17044,1,0
6902,14682,Arrest,07-04-2025,1,2,593,821,118,17047,1,0
6903,6385,Arrest,02-01-2026,1,2,593,377,121,17048,1,0
6904,15537,Arrest,10-10-2024,1,2,593,920,120,17055,1,0
6905,24764,Surrender,10-05-2025,1,2,593,1188,121,17057,1,0
6906,21023,Arrest,26-02-2023,1,2,594,339,125,17061,1,0
6907,3513,Arrest,29-03-2023,1,2,594,817,121,17062,1,0
6908,21160,Arrest,23-11-2023,1,2,594,554,118,17064,1,0
6909,6910,Arrest,11-03-2025,1,2,594,1256,121,17074,1,0
6910,18333,Arrest,30-04-2025,1,2,594,424,121,17076,1,0
6911,25436,Surrender,04-12-2023,1,2,594,648,119,17079,1,0
6912,17263,Surrender,15-02-2024,1,2,594,54,124,17081,1,0
6913,5069,Surrender,15-03-2024,1,2,594,1174,118,17083,1,0
6914,13481,Arrest,19-04-2024,1,2,594,288,124,17085,1,0
6915,31678,Arrest,22-09-2024,1,2,594,592,125,17086,1,0
6916,35001,Arrest,05-03-2023,1,2,594,1165,124,17088,1,0
6917,39795,Arrest,03-05-2023,1,2,594,274,120,17090,1,0
6918,20532,Arrest,24-01-2024,1,2,594,343,123,17091,1,0
6919,20532,Surrender,23-01-2024,1,2,594,1439,123,17092,1,0
6920,16985,Arrest,23-08-2024,1,2,594,710,119,17093,1,0
6921,10911,Surrender,07-07-2023,1,2,594,507,121,17097,1,0
6922,34964,Arrest,18-09-2023,1,2,594,1370,124,17100,1,0
6923,5475,Arrest,31-01-2025,1,2,594,763,119,17105,1,0
6924,1443,Surrender,25-10-2025,1,2,594,418,120,17106,1,0
6925,19819,Arrest,22-11-2025,1,2,594,862,124,17107,1,0
6926,19819,Arrest,22-11-2025,1,2,594,358,124,17108,1,0
6927,12342,Surrender,07-12-2025,1,2,594,384,120,17109,1,0
6928,14407,Arrest,29-08-2023,1,2,595,553,118,17113,1,0
6929,1487,Arrest,25-11-2023,1,2,595,924,123,17116,1,0
6930,18632,Arrest,08-11-2024,1,2,595,1114,118,17120,1,0
6931,27196,Arrest,03-08-2025,1,2,595,533,123,17122,1,0
6932,24862,Surrender,24-08-2025,1,2,595,389,125,17124,1,0
6933,24862,Surrender,25-08-2025,1,2,595,840,125,17125,1,0
6934,33258,Arrest,18-10-2025,1,2,595,1142,120,17128,1,0
6935,33258,Arrest,01-11-2025,1,2,595,983,120,17129,1,0
6936,18719,Surrender,11-01-2025,1,2,595,9,119,17136,1,0
6937,18719,Surrender,29-01-2025,1,2,595,795,119,17137,1,0
6938,31065,Surrender,19-01-2025,1,2,595,391,123,17138,1,0
6939,2552,Surrender,07-07-2025,1,2,595,5,124,17142,1,0
6940,30859,Surrender,26-05-2023,1,2,595,432,123,17143,1,0
6941,13176,Arrest,12-01-2024,1,2,595,1129,120,17145,1,0
6942,27273,Surrender,05-09-2024,1,2,595,160,125,17149,1,0
6943,34014,Arrest,24-10-2024,1,2,595,558,122,17150,1,0
6944,34014,Surrender,14-10-2024,1,2,595,847,122,17151,1,0
6945,15641,Surrender,21-02-2025,1,2,595,660,121,17154,1,0
6946,15641,Surrender,31-01-2025,1,2,595,654,121,17155,1,0
6947,21092,Arrest,01-03-2025,1,2,595,71,120,17156,1,0
6948,23532,Surrender,09-11-2025,1,2,595,318,118,17157,1,0
6949,7033,Surrender,07-06-2024,1,2,595,262,118,17162,1,0
6950,957,Surrender,07-11-2025,1,2,595,1411,119,17169,1,0
6951,31966,Arrest,29-12-2025,1,2,595,1390,118,17172,1,0
6952,31966,Arrest,26-12-2025,1,2,595,468,118,17173,1,0
6953,9172,Arrest,14-01-2024,1,2,596,468,118,17178,1,0
6954,26322,Surrender,12-04-2024,1,2,596,925,124,17179,1,0
6955,15657,Surrender,26-11-2025,1,2,596,577,124,17181,1,0
6956,31694,Arrest,26-08-2024,1,2,596,1261,119,17182,1,0
6957,31179,Surrender,18-08-2025,1,2,596,173,121,17187,1,0
6958,12277,Arrest,23-03-2023,1,2,596,721,120,17190,1,0
6959,12277,Arrest,31-03-2023,1,2,596,1315,120,17191,1,0
6960,19951,Surrender,07-07-2023,1,2,596,458,118,17193,1,0
6961,1557,Arrest,22-08-2023,1,2,596,698,118,17194,1,0
6962,28885,Surrender,27-12-2023,1,2,596,1458,119,17196,1,0
6963,5484,Arrest,11-09-2024,1,2,596,3,125,17199,1,0
6964,16890,Surrender,23-09-2024,1,2,596,302,118,17201,1,0
6965,5608,Arrest,01-05-2025,1,2,596,874,124,17205,1,0
6966,25428,Arrest,08-10-2024,1,2,596,3,119,17212,1,0
6967,39570,Surrender,13-09-2025,1,2,596,603,118,17218,1,0
6968,6773,Surrender,26-10-2025,1,2,596,606,118,17219,1,0
6969,36105,Arrest,13-11-2023,1,2,597,518,122,17223,1,0
6970,31238,Surrender,04-05-2024,1,2,597,621,118,17225,1,0
6971,32219,Surrender,04-06-2024,1,2,597,1193,120,17227,1,0
6972,20895,Arrest,05-10-2024,1,2,597,36,124,17230,1,0
6973,35020,Surrender,04-12-2024,1,2,597,9,124,17232,1,0
6974,32787,Surrender,12-03-2023,1,2,597,1143,118,17233,1,0
6975,22928,Surrender,30-06-2023,1,2,597,433,118,17235,1,0
6976,30281,Surrender,18-11-2023,1,2,597,1180,120,17236,1,0
6977,673,Arrest,12-05-2024,1,2,597,1020,122,17241,1,0
6978,28201,Surrender,28-06-2024,1,2,597,1159,119,17242,1,0
6979,38858,Arrest,10-11-2024,1,2,597,221,121,17245,1,0
6980,9738,Surrender,29-09-2023,1,2,597,940,121,17248,1,0
6981,7320,Arrest,24-12-2023,1,2,597,1148,123,17249,1,0
6982,35828,Arrest,20-11-2024,1,2,597,95,118,17255,1,0
6983,32249,Arrest,26-03-2024,1,2,597,593,118,17262,1,0
6984,30923,Surrender,13-07-2024,1,2,597,585,123,17265,1,0
6985,39749,Arrest,31-10-2024,1,2,597,201,119,17269,1,0
6986,21178,Surrender,15-10-2025,1,2,597,961,125,17270,1,0
6987,2541,Arrest,12-08-2024,1,2,598,872,119,17271,1,0
6988,3737,Surrender,28-02-2025,1,2,598,798,125,17272,1,0
6989,3382,Arrest,09-11-2025,1,2,598,343,121,17273,1,0
6990,11026,Arrest,03-06-2023,1,2,598,1084,120,17279,1,0
6991,36397,Surrender,11-06-2024,1,2,598,914,118,17282,1,0
6992,19975,Arrest,24-02-2023,1,2,598,705,118,17287,1,0
6993,13732,Arrest,09-07-2023,1,2,598,877,125,17288,1,0
6994,32567,Arrest,10-09-2023,1,2,598,936,119,17292,1,0
6995,33944,Arrest,09-07-2024,1,2,598,28,121,17295,1,0
6996,15293,Surrender,28-12-2024,1,2,598,513,120,17299,1,0
6997,13644,Surrender,04-09-2025,1,2,598,1052,119,17302,1,0
6998,1556,Arrest,28-01-2023,1,2,598,209,118,17304,1,0
6999,16971,Arrest,31-10-2024,1,2,598,1284,121,17312,1,0
7000,725,Arrest,07-02-2025,1,2,598,1011,123,17314,1,0
7001,8674,Arrest,02-11-2025,1,2,598,1018,125,17317,1,0
7002,8674,Arrest,15-11-2025,1,2,598,760,125,17318,1,0
7003,2019,Surrender,15-04-2023,1,2,599,1314,123,17319,1,0
7004,38623,Surrender,17-07-2023,1,2,599,1310,121,17320,1,0
7005,21574,Surrender,11-10-2023,1,2,599,51,118,17322,1,0
7006,33088,Surrender,28-12-2023,1,2,599,1029,121,17324,1,0
7007,6311,Arrest,04-11-2025,1,2,599,1319,118,17325,1,0
7008,6311,Arrest,30-10-2025,1,2,599,894,118,17326,1,0
7009,21081,Surrender,28-11-2025,1,2,599,172,121,17329,1,0
7010,26411,Surrender,19-02-2023,1,2,599,366,125,17331,1,0
7011,34676,Surrender,07-09-2023,1,2,599,1394,121,17334,1,0
7012,4909,Surrender,03-12-2023,1,2,599,7,118,17336,1,0
7013,672,Arrest,19-04-2024,1,2,599,1121,123,17338,1,0
7014,22134,Surrender,08-08-2024,1,2,599,299,125,17340,1,0
7015,22134,Surrender,04-08-2024,1,2,599,1470,125,17341,1,0
7016,29104,Arrest,02-07-2025,1,2,599,568,122,17344,1,0
7017,30114,Surrender,27-11-2025,1,2,599,1297,124,17348,1,0
7018,27457,Surrender,28-08-2023,1,2,599,626,125,17350,1,0
7019,8324,Arrest,17-10-2023,1,2,599,680,125,17352,1,0
7020,16551,Arrest,27-07-2024,1,2,599,399,120,17357,1,0
7021,955,Arrest,06-07-2025,1,2,599,8,120,17359,1,0
7022,26029,Surrender,19-09-2025,1,2,599,901,122,17361,1,0
