Casemasterid,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
17675,4.00E+17,202400005,19-09-2024,138,516,3,1,2,8,4,286,2024-09-17 21:58:00,2024-09-18 03:58:00,2024-09-19 13:58:00,13.991741,74.545453,Complainant reported being robbed at knife/gunpoint near a residential street.
29092,4.00E+17,202400006,29-11-2024,159,516,3,2,2,5,4,288,2024-11-28 09:19:00,2024-11-28 10:19:00,2024-11-29 13:19:00,13.992547,74.535598,Complainant reported theft of personal property from a residential colony.
28310,4.00E+17,202500001,21-04-2025,1083,516,3,2,4,12,2,294,2025-04-20 05:04:00,2025-04-20 18:04:00,2025-04-21 10:04:00,13.987634,74.543427,Complainant reported losing money through a fraudulent online transaction.
24903,4.00E+17,202500002,04-08-2025,850,516,3,2,2,5,1,289,2025-08-04 04:27:00,2025-08-02 13:27:00,2025-08-04 08:27:00,14.003541,74.53536,Complainant reported theft of personal property from a commercial complex.
18639,4.00E+17,202500003,04-09-2025,1330,516,3,2,2,5,4,296,2025-09-02 08:27:00,2025-09-02 09:27:00,2025-09-04 01:27:00,14.005647,74.51993,Complainant reported theft of personal property from the railway station area.
30491,8.00E+17,202300001,09-01-2023,613,516,4,2,1,3,4,290,2023-01-08 01:14:00,2023-01-08 08:14:00,2023-01-09 05:14:00,13.99143,74.536812,Complainant reported a physical assault causing serious injury to the victim at the bus stand.
10556,8.00E+17,202300002,11-07-2023,514,516,4,2,2,5,4,293,2023-07-10 01:51:00,2023-07-10 21:51:00,2023-07-11 00:51:00,13.986776,74.521025,Complainant reported theft of personal property from the railway station area.
15497,8.00E+17,202300003,20-07-2023,846,516,4,1,1,2,1,286,2023-07-20 04:41:00,2023-07-18 18:41:00,2023-07-20 07:41:00,13.995419,74.545452,Complainant stated the accused attacked the victim with intent to kill near the main market.
191,8.00E+17,202400001,19-06-2024,909,516,4,1,1,4,2,286,2024-06-17 20:57:00,2024-06-18 04:57:00,2024-06-19 03:57:00,14.011319,74.533039,Complainant reported that the victim was forcibly taken away from a highway stretch.
23276,8.00E+17,202400002,10-08-2024,261,516,4,2,1,3,1,291,2024-08-08 07:29:00,2024-08-09 09:29:00,2024-08-10 05:29:00,14.005831,74.544877,Complainant reported a physical assault causing serious injury to the victim at the railway station area.
4270,8.00E+17,202500001,17-07-2025,1368,516,4,2,2,5,4,291,2025-07-16 06:48:00,2025-07-16 03:48:00,2025-07-17 14:48:00,14.010684,74.53501,Complainant reported theft of personal property from a commercial complex.
8155,8.00E+17,202500002,13-08-2025,1375,516,4,1,1,4,3,286,2025-08-12 20:15:00,2025-08-13 08:15:00,2025-08-13 23:15:00,13.980513,74.539214,Complainant reported that the victim was forcibly taken away from a highway stretch.
35026,8.00E+17,202500003,05-09-2025,1177,516,4,2,2,7,4,290,2025-09-05 03:52:00,2025-09-04 15:52:00,2025-09-05 18:52:00,13.98836,74.531277,Complainant reported that unknown persons broke into the premises at a highway stretch and stole valuables.
7207,8.00E+17,202500004,15-11-2025,856,516,4,1,3,11,2,286,2025-11-14 02:48:00,2025-11-14 11:48:00,2025-11-15 10:48:00,13.995486,74.535122,Complainant reported an incident of sexual harassment near the bus stand.
21270,8.00E+17,202500005,26-12-2025,388,516,4,2,2,6,3,293,2025-12-26 11:26:00,2025-12-25 06:26:00,2025-12-26 21:26:00,13.999914,74.545543,Complainant reported that the accused snatched a gold chain from the victim near the bus stand and fled on a two-wheeler.
16737,1.00E+17,202300001,19-03-2023,964,517,1,1,2,8,2,286,2023-03-19 01:45:00,2023-03-19 04:45:00,2023-03-19 15:45:00,14.278218,74.45502,Complainant reported being robbed at knife/gunpoint near a commercial complex.
268,1.00E+17,202300002,29-09-2023,961,517,1,2,2,7,1,293,2023-09-28 23:36:00,2023-09-27 19:36:00,2023-09-29 12:36:00,14.282043,74.460418,Complainant reported that unknown persons broke into the premises at a commercial complex and stole valuables.
166,1.00E+17,202300003,05-10-2023,1463,517,1,2,2,5,4,291,2023-10-05 15:18:00,2023-10-05 09:18:00,2023-10-05 16:18:00,14.280009,74.450274,Complainant reported theft of personal property from the railway station area.
656,1.00E+17,202300004,31-10-2023,285,517,1,2,2,5,4,292,2023-10-30 15:31:00,2023-10-30 11:31:00,2023-10-31 01:31:00,14.278151,74.449441,Complainant reported theft of personal property from a commercial complex.
21838,1.00E+17,202400001,08-03-2024,240,517,1,1,1,1,4,286,2024-03-08 09:21:00,2024-03-07 10:21:00,2024-03-08 18:21:00,14.27406,74.442237,Complainant reported that the victim was found dead with injuries under suspicious circumstances near a commercial complex.
10477,1.00E+17,202400002,16-03-2024,632,517,1,2,2,7,3,288,2024-03-16 19:30:00,2024-03-16 03:30:00,2024-03-16 20:30:00,14.289653,74.440231,Complainant reported that unknown persons broke into the premises at the railway station area and stole valuables.
23558,1.00E+17,202400003,10-12-2024,1175,517,1,2,2,6,4,287,2024-12-10 15:05:00,2024-12-10 02:05:00,2024-12-10 17:05:00,14.278704,74.461216,Complainant reported that the accused snatched a gold chain from the victim near a residential street and fled on a two-wheeler.
33049,1.00E+17,202500001,08-02-2025,974,517,1,2,2,5,4,293,2025-02-07 07:48:00,2025-02-07 17:48:00,2025-02-08 14:48:00,14.278368,74.45935,Complainant reported theft of personal property from a highway stretch.
19569,1.00E+17,202500002,12-04-2025,1291,517,1,2,2,5,2,287,2025-04-11 23:04:00,2025-04-10 23:04:00,2025-04-12 14:04:00,14.275985,74.440551,Complainant reported theft of personal property from the main market.
15212,3.00E+17,202300001,07-01-2023,791,517,2,2,2,6,1,293,2023-01-05 14:44:00,2023-01-06 14:44:00,2023-01-07 02:44:00,14.265947,74.46419,Complainant reported that the accused snatched a gold chain from the victim near a commercial complex and fled on a two-wheeler.
3264,3.00E+17,202300002,30-04-2023,1095,517,2,2,4,12,1,295,2023-04-29 13:32:00,2023-04-30 03:32:00,2023-04-30 12:32:00,14.270526,74.458535,Complainant reported losing money through a fraudulent online transaction.
27439,3.00E+17,202400001,09-03-2024,1006,517,2,2,2,7,1,291,2024-03-09 18:39:00,2024-03-09 04:39:00,2024-03-09 20:39:00,14.271896,74.464237,Complainant reported that unknown persons broke into the premises at a residential colony and stole valuables.
27389,3.00E+17,202400002,05-06-2024,856,517,2,2,2,7,2,289,2024-06-03 10:03:00,2024-06-04 13:03:00,2024-06-05 06:03:00,14.303963,74.434198,Complainant reported that unknown persons broke into the premises at the main market and stole valuables.
33618,3.00E+17,202400003,14-09-2024,419,517,2,2,2,5,3,295,2024-09-12 22:17:00,2024-09-14 08:17:00,2024-09-14 10:17:00,14.271047,74.458794,Complainant reported theft of personal property from the bus stand.
28541,3.00E+17,202500001,02-03-2025,869,517,2,2,2,5,3,291,2025-03-02 10:42:00,2025-03-01 02:42:00,2025-03-02 20:42:00,14.287025,74.458832,Complainant reported theft of personal property from a commercial complex.
24006,3.00E+17,202500002,09-06-2025,1097,517,2,1,2,8,4,286,2025-06-08 11:30:00,2025-06-08 02:30:00,2025-06-09 08:30:00,14.276157,74.470938,Complainant reported being robbed at knife/gunpoint near a residential street.
7323,3.00E+17,202500003,16-06-2025,234,517,2,2,3,9,3,294,2025-06-15 15:57:00,2025-06-14 23:57:00,2025-06-16 14:57:00,14.283075,74.438893,Complainant reported being physically assaulted by the accused near the bus stand.
27424,3.00E+17,202500004,22-09-2025,383,517,2,2,2,6,3,287,2025-09-21 00:00:00,2025-09-21 07:00:00,2025-09-22 07:00:00,14.279364,74.439027,Complainant reported that the accused snatched a gold chain from the victim near a residential street and fled on a two-wheeler.
30944,3.00E+17,202500005,10-10-2025,1207,517,2,2,2,5,1,290,2025-10-10 12:16:00,2025-10-09 06:16:00,2025-10-10 14:16:00,14.297804,74.44446,Complainant reported theft of personal property from a highway stretch.
39366,3.00E+17,202500006,24-10-2025,36,517,2,2,2,7,2,292,2025-10-24 00:31:00,2025-10-22 08:31:00,2025-10-24 03:31:00,14.28682,74.446356,Complainant reported that unknown persons broke into the premises at the bus stand and stole valuables.
26992,3.00E+17,202500007,20-12-2025,1479,517,2,2,1,3,2,291,2025-12-19 19:11:00,2025-12-19 09:11:00,2025-12-20 21:11:00,14.275741,74.43196,Complainant reported a physical assault causing serious injury to the victim at the bus stand.
14374,4.00E+17,202300001,17-01-2023,81,517,3,2,2,5,1,296,2023-01-15 10:14:00,2023-01-16 19:14:00,2023-01-17 03:14:00,14.287877,74.464055,Complainant reported theft of personal property from a commercial complex.
5386,4.00E+17,202300002,15-03-2023,627,517,3,2,2,5,4,288,2023-03-14 14:14:00,2023-03-15 23:14:00,2023-03-15 23:14:00,14.272735,74.435611,Complainant reported theft of personal property from the bus stand.
22836,4.00E+17,202300003,03-05-2023,1391,517,3,2,3,9,2,288,2023-05-03 04:14:00,2023-05-03 04:14:00,2023-05-03 17:14:00,14.289928,74.434601,Complainant reported being physically assaulted by the accused near a residential colony.
23343,4.00E+17,202300004,03-06-2023,1330,517,3,2,3,9,1,292,2023-06-01 10:45:00,2023-06-02 02:45:00,2023-06-03 02:45:00,14.29409,74.442019,Complainant reported being physically assaulted by the accused near the main market.
38759,4.00E+17,202300005,16-11-2023,1135,517,3,2,2,5,1,294,2023-11-15 16:58:00,2023-11-15 18:58:00,2023-11-16 22:58:00,14.270862,74.453548,Complainant reported theft of personal property from a residential street.
17871,4.00E+17,202300006,15-12-2023,1281,517,3,1,2,8,1,286,2023-12-14 20:00:00,2023-12-15 17:00:00,2023-12-15 20:00:00,14.271514,74.443992,Complainant reported being robbed at knife/gunpoint near the railway station area.
3153,4.00E+17,202300007,26-12-2023,680,517,3,1,2,8,2,286,2023-12-26 20:53:00,2023-12-25 21:53:00,2023-12-26 23:53:00,14.285435,74.426772,Complainant reported being robbed at knife/gunpoint near the railway station area.
17341,4.00E+17,202400001,11-12-2024,829,517,3,2,2,7,4,292,2024-12-09 22:17:00,2024-12-11 04:17:00,2024-12-11 21:17:00,14.298319,74.451499,Complainant reported that unknown persons broke into the premises at the bus stand and stole valuables.
28506,4.00E+17,202500001,27-01-2025,1459,517,3,2,2,6,3,295,2025-01-26 04:33:00,2025-01-27 20:33:00,2025-01-27 23:33:00,14.268965,74.440891,Complainant reported that the accused snatched a gold chain from the victim near a residential colony and fled on a two-wheeler.
21784,4.00E+17,202500002,20-08-2025,375,517,3,2,2,5,3,296,2025-08-20 19:09:00,2025-08-19 19:09:00,2025-08-20 22:09:00,14.291811,74.457074,Complainant reported theft of personal property from a residential colony.
31478,4.00E+17,202500003,02-11-2025,1117,517,3,2,2,7,4,294,2025-11-02 02:02:00,2025-10-31 20:02:00,2025-11-02 14:02:00,14.295763,74.444236,Complainant reported that unknown persons broke into the premises at a residential street and stole valuables.
35959,8.00E+17,202300001,15-01-2023,914,517,4,2,2,6,4,291,2023-01-14 02:43:00,2023-01-14 23:43:00,2023-01-15 13:43:00,14.284861,74.455329,Complainant reported that the accused snatched a gold chain from the victim near a residential colony and fled on a two-wheeler.
13448,8.00E+17,202300002,18-01-2023,752,517,4,1,3,11,4,286,2023-01-17 02:11:00,2023-01-18 22:11:00,2023-01-18 23:11:00,14.288848,74.462336,Complainant reported an incident of sexual harassment near the main market.
19175,8.00E+17,202300003,09-03-2023,532,517,4,2,2,6,4,291,2023-03-08 01:29:00,2023-03-08 12:29:00,2023-03-09 17:29:00,14.274722,74.449921,Complainant reported that the accused snatched a gold chain from the victim near a residential colony and fled on a two-wheeler.
2705,8.00E+17,202300004,07-04-2023,75,517,4,1,1,1,4,286,2023-04-07 02:29:00,2023-04-05 18:29:00,2023-04-07 12:29:00,14.275794,74.450537,Complainant reported that the victim was found dead with injuries under suspicious circumstances near a commercial complex.
22644,8.00E+17,202300005,01-06-2023,434,517,4,2,2,5,4,290,2023-05-31 07:58:00,2023-06-01 04:58:00,2023-06-01 05:58:00,14.288879,74.434523,Complainant reported theft of personal property from a residential street.
1517,8.00E+17,202300006,28-10-2023,651,517,4,2,2,7,4,290,2023-10-26 18:39:00,2023-10-26 22:39:00,2023-10-28 01:39:00,14.292989,74.439671,Complainant reported that unknown persons broke into the premises at a residential colony and stole valuables.
22556,8.00E+17,202400001,30-01-2024,191,517,4,1,3,10,4,286,2024-01-29 11:24:00,2024-01-29 15:24:00,2024-01-30 22:24:00,14.278821,74.463502,Complainant reported ongoing harassment for dowry by the accused and family.
12694,8.00E+17,202500001,31-01-2025,114,517,4,2,2,5,4,287,2025-01-30 12:57:00,2025-01-31 05:57:00,2025-01-31 18:57:00,14.285175,74.454458,Complainant reported theft of personal property from a commercial complex.
32705,8.00E+17,202500002,10-05-2025,14,517,4,2,2,7,2,295,2025-05-08 11:52:00,2025-05-09 06:52:00,2025-05-10 10:52:00,14.270089,74.440622,Complainant reported that unknown persons broke into the premises at a residential street and stole valuables.
12111,8.00E+17,202500003,29-09-2025,1157,517,4,2,2,7,2,291,2025-09-28 05:05:00,2025-09-29 05:05:00,2025-09-29 05:05:00,14.291308,74.445172,Complainant reported that unknown persons broke into the premises at a highway stretch and stole valuables.
19295,8.00E+17,202500004,26-10-2025,1404,517,4,2,2,6,2,290,2025-10-25 16:59:00,2025-10-25 18:59:00,2025-10-26 17:59:00,14.276946,74.460703,Complainant reported that the accused snatched a gold chain from the victim near a residential colony and fled on a two-wheeler.
28041,1.00E+17,202300001,01-05-2023,106,518,1,2,2,5,4,290,2023-05-01 06:19:00,2023-04-30 19:19:00,2023-05-01 12:19:00,14.418811,74.422871,Complainant reported theft of personal property from the bus stand.
30024,1.00E+17,202300002,05-05-2023,58,518,1,2,1,3,4,293,2023-05-05 04:27:00,2023-05-05 20:27:00,2023-05-05 22:27:00,14.429739,74.420151,Complainant reported a physical assault causing serious injury to the victim at the main market.
14024,1.00E+17,202300003,10-06-2023,177,518,1,2,2,6,2,288,2023-06-09 17:20:00,2023-06-09 10:20:00,2023-06-10 15:20:00,14.424126,74.41438,Complainant reported that the accused snatched a gold chain from the victim near a residential colony and fled on a two-wheeler.
8425,1.00E+17,202300004,20-06-2023,1312,518,1,1,1,4,2,286,2023-06-18 22:47:00,2023-06-19 21:47:00,2023-06-20 21:47:00,14.418526,74.425005,Complainant reported that the victim was forcibly taken away from a commercial complex.
35557,1.00E+17,202300005,24-08-2023,1014,518,1,1,1,2,2,286,2023-08-23 04:29:00,2023-08-22 17:29:00,2023-08-24 13:29:00,14.422629,74.429866,Complainant stated the accused attacked the victim with intent to kill near a commercial complex.
12678,1.00E+17,202300006,13-10-2023,408,518,1,2,3,9,1,296,2023-10-11 20:36:00,2023-10-13 10:36:00,2023-10-13 12:36:00,14.427064,74.409594,Complainant reported being physically assaulted by the accused near the main market.
9881,1.00E+17,202300007,24-11-2023,1387,518,1,1,1,2,1,286,2023-11-24 01:24:00,2023-11-23 09:24:00,2023-11-24 18:24:00,14.426932,74.41607,Complainant stated the accused attacked the victim with intent to kill near a residential colony.
34419,1.00E+17,202300008,06-12-2023,174,518,1,1,2,8,3,286,2023-12-06 00:18:00,2023-12-05 04:18:00,2023-12-06 21:18:00,14.439401,74.416488,Complainant reported being robbed at knife/gunpoint near a residential colony.
7881,1.00E+17,202400001,30-03-2024,773,518,1,2,2,7,1,294,2024-03-29 04:28:00,2024-03-30 07:28:00,2024-03-30 16:28:00,14.426548,74.434294,Complainant reported that unknown persons broke into the premises at the railway station area and stole valuables.
32133,1.00E+17,202400002,26-04-2024,1472,518,1,2,2,6,2,294,2024-04-25 02:55:00,2024-04-26 13:55:00,2024-04-26 16:55:00,14.434393,74.436805,Complainant reported that the accused snatched a gold chain from the victim near the main market and fled on a two-wheeler.
21468,1.00E+17,202400003,08-06-2024,1294,518,1,2,2,7,2,291,2024-06-06 04:22:00,2024-06-06 06:22:00,2024-06-08 00:22:00,14.4419,74.411307,Complainant reported that unknown persons broke into the premises at the bus stand and stole valuables.
16199,1.00E+17,202400004,05-08-2024,661,518,1,2,2,5,4,289,2024-08-05 03:03:00,2024-08-05 05:03:00,2024-08-05 11:03:00,14.43921,74.435431,Complainant reported theft of personal property from the main market.
16096,1.00E+17,202400005,01-11-2024,570,518,1,2,4,12,2,292,2024-10-31 21:48:00,2024-10-31 19:48:00,2024-11-01 19:48:00,14.444638,74.430059,Complainant reported losing money through a fraudulent online transaction.
409,1.00E+17,202500001,13-04-2025,198,518,1,2,4,13,3,292,2025-04-11 13:20:00,2025-04-13 06:20:00,2025-04-13 06:20:00,14.438985,74.417152,Complainant reported being coerced over video call by persons impersonating law enforcement officials into transferring money.
10754,1.00E+17,202500002,16-07-2025,544,518,1,1,3,10,3,286,2025-07-16 10:54:00,2025-07-15 08:54:00,2025-07-16 23:54:00,14.420936,74.416656,Complainant reported ongoing harassment for dowry by the accused and family.
410,1.00E+17,202500003,15-08-2025,51,518,1,2,4,13,1,291,2025-08-14 20:38:00,2025-08-14 17:38:00,2025-08-15 12:38:00,14.412662,74.433606,Complainant reported being coerced over video call by persons impersonating law enforcement officials into transferring money.
20156,1.00E+17,202500004,22-10-2025,211,518,1,2,2,5,4,295,2025-10-20 12:29:00,2025-10-20 08:29:00,2025-10-22 04:29:00,14.426477,74.433092,Complainant reported theft of personal property from a highway stretch.
8704,3.00E+17,202400001,03-04-2024,404,518,2,1,3,10,1,286,2024-04-02 10:36:00,2024-04-03 11:36:00,2024-04-03 20:36:00,14.416995,74.431005,Complainant reported ongoing harassment for dowry by the accused and family.
34492,3.00E+17,202400002,26-12-2024,483,518,2,2,2,5,1,295,2024-12-25 07:48:00,2024-12-25 17:48:00,2024-12-26 21:48:00,14.424361,74.407335,Complainant reported theft of personal property from a residential colony.
15128,3.00E+17,202400003,31-12-2024,119,518,2,1,2,8,3,286,2024-12-30 23:50:00,2024-12-30 06:50:00,2024-12-31 04:50:00,14.445581,74.431251,Complainant reported being robbed at knife/gunpoint near the bus stand.
32636,3.00E+17,202500001,27-01-2025,153,518,2,2,2,5,1,288,2025-01-25 21:43:00,2025-01-26 01:43:00,2025-01-27 10:43:00,14.431428,74.420518,Complainant reported theft of personal property from the railway station area.
8352,3.00E+17,202500002,28-03-2025,886,518,2,1,2,8,1,286,2025-03-27 12:00:00,2025-03-26 23:00:00,2025-03-28 08:00:00,14.433705,74.422125,Complainant reported being robbed at knife/gunpoint near a residential street.
32085,3.00E+17,202500003,11-05-2025,997,518,2,2,2,7,2,292,2025-05-11 12:30:00,2025-05-10 04:30:00,2025-05-11 15:30:00,14.421387,74.416058,Complainant reported that unknown persons broke into the premises at a residential colony and stole valuables.
30141,3.00E+17,202500004,21-08-2025,475,518,2,1,3,11,1,286,2025-08-20 14:23:00,2025-08-19 12:23:00,2025-08-21 01:23:00,14.448917,74.4469,Complainant reported an incident of sexual harassment near the railway station area.
37613,3.00E+17,202500005,30-08-2025,1044,518,2,1,3,10,2,286,2025-08-28 02:06:00,2025-08-28 18:06:00,2025-08-30 02:06:00,14.444937,74.424961,Complainant reported ongoing harassment for dowry by the accused and family.
37170,3.00E+17,202500006,23-09-2025,323,518,2,1,2,8,1,286,2025-09-21 18:16:00,2025-09-21 04:16:00,2025-09-23 00:16:00,14.425933,74.412196,Complainant reported being robbed at knife/gunpoint near a residential street.
3841,4.00E+17,202300001,18-05-2023,1227,518,3,2,2,7,1,291,2023-05-17 22:52:00,2023-05-16 23:52:00,2023-05-18 07:52:00,14.421987,74.414646,Complainant reported that unknown persons broke into the premises at a highway stretch and stole valuables.
28164,4.00E+17,202300002,10-08-2023,1139,518,3,2,2,5,3,289,2023-08-08 18:02:00,2023-08-10 02:02:00,2023-08-10 10:02:00,14.450822,74.438241,Complainant reported theft of personal property from a residential colony.
17511,4.00E+17,202300003,16-09-2023,732,518,3,2,2,5,3,294,2023-09-14 08:57:00,2023-09-15 17:57:00,2023-09-16 08:57:00,14.436773,74.410572,Complainant reported theft of personal property from the bus stand.
8029,4.00E+17,202300004,07-12-2023,62,518,3,2,1,3,4,289,2023-12-06 23:01:00,2023-12-05 20:01:00,2023-12-07 10:01:00,14.438241,74.417792,Complainant reported a physical assault causing serious injury to the victim at a highway stretch.
22112,4.00E+17,202300005,09-12-2023,381,518,3,2,2,5,2,293,2023-12-07 04:39:00,2023-12-08 14:39:00,2023-12-09 03:39:00,14.40778,74.423049,Complainant reported theft of personal property from a residential street.
34919,4.00E+17,202400001,23-09-2024,105,518,3,1,2,8,4,286,2024-09-22 09:50:00,2024-09-22 04:50:00,2024-09-23 02:50:00,14.420891,74.412098,Complainant reported being robbed at knife/gunpoint near the main market.
15239,4.00E+17,202500001,05-01-2025,228,518,3,2,2,5,3,292,2025-01-04 16:07:00,2025-01-04 17:07:00,2025-01-05 03:07:00,14.426806,74.415195,Complainant reported theft of personal property from a commercial complex.
16732,4.00E+17,202500002,28-04-2025,1278,518,3,2,2,6,2,296,2025-04-27 09:04:00,2025-04-27 17:04:00,2025-04-28 07:04:00,14.428967,74.419355,Complainant reported that the accused snatched a gold chain from the victim near a commercial complex and fled on a two-wheeler.
38577,4.00E+17,202500003,13-11-2025,540,518,3,2,2,5,1,294,2025-11-12 04:39:00,2025-11-11 22:39:00,2025-11-13 16:39:00,14.410552,74.435381,Complainant reported theft of personal property from the main market.
18827,8.00E+17,202300001,07-01-2023,83,518,4,2,2,6,4,287,2023-01-07 04:14:00,2023-01-07 03:14:00,2023-01-07 07:14:00,14.419476,74.410654,Complainant reported that the accused snatched a gold chain from the victim near a residential colony and fled on a two-wheeler.
30801,8.00E+17,202300002,18-04-2023,940,518,4,2,2,6,3,291,2023-04-16 19:21:00,2023-04-17 17:21:00,2023-04-18 05:21:00,14.426024,74.419095,Complainant reported that the accused snatched a gold chain from the victim near the bus stand and fled on a two-wheeler.
28461,8.00E+17,202300003,10-06-2023,599,518,4,1,3,11,2,286,2023-06-09 08:25:00,2023-06-10 06:25:00,2023-06-10 08:25:00,14.4439,74.422873,Complainant reported an incident of sexual harassment near the bus stand.
32516,8.00E+17,202300004,08-10-2023,343,518,4,2,2,5,3,289,2023-10-08 08:56:00,2023-10-08 17:56:00,2023-10-08 22:56:00,14.434975,74.422924,Complainant reported theft of personal property from a residential street.
408,8.00E+17,202300005,26-10-2023,1312,518,4,2,4,13,4,294,2023-10-25 04:40:00,2023-10-25 11:40:00,2023-10-26 11:40:00,14.431625,74.423276,Complainant reported being coerced over video call by persons impersonating law enforcement officials into transferring money.
37701,8.00E+17,202400001,04-05-2024,63,518,4,2,2,5,4,287,2024-05-03 14:58:00,2024-05-02 21:58:00,2024-05-04 04:58:00,14.409983,74.417679,Complainant reported theft of personal property from a residential street.
17554,8.00E+17,202400002,01-07-2024,671,518,4,2,4,12,1,293,2024-06-30 04:09:00,2024-06-30 19:09:00,2024-07-01 17:09:00,14.440933,74.459602,Complainant reported losing money through a fraudulent online transaction.
14395,8.00E+17,202400003,12-12-2024,439,518,4,1,3,10,3,286,2024-12-10 10:09:00,2024-12-11 11:09:00,2024-12-12 08:09:00,14.417267,74.424409,Complainant reported ongoing harassment for dowry by the accused and family.
11028,8.00E+17,202500001,24-04-2025,732,518,4,2,2,7,2,291,2025-04-23 11:06:00,2025-04-23 15:06:00,2025-04-24 06:06:00,14.4236,74.440655,Complainant reported that unknown persons broke into the premises at a commercial complex and stole valuables.
30205,8.00E+17,202500002,07-05-2025,1291,518,4,1,1,1,3,286,2025-05-06 01:19:00,2025-05-06 05:19:00,2025-05-07 14:19:00,14.415772,74.426428,Complainant reported that the victim was found dead with injuries under suspicious circumstances near a residential street.
31458,8.00E+17,202500003,27-08-2025,1159,518,4,2,2,5,1,290,2025-08-25 13:53:00,2025-08-26 07:53:00,2025-08-27 12:53:00,14.415238,74.416993,Complainant reported theft of personal property from a highway stretch.
5942,1.00E+17,202300001,24-01-2023,690,519,1,2,4,12,3,287,2023-01-23 17:47:00,2023-01-23 01:47:00,2023-01-24 17:47:00,14.53935,74.332973,Complainant reported losing money through a fraudulent online transaction.
38270,1.00E+17,202300002,19-05-2023,1268,519,1,2,1,3,2,296,2023-05-19 05:17:00,2023-05-18 17:17:00,2023-05-19 22:17:00,14.528921,74.32891,Complainant reported a physical assault causing serious injury to the victim at a commercial complex.
6595,1.00E+17,202300003,19-06-2023,1201,519,1,2,2,5,1,288,2023-06-18 21:20:00,2023-06-18 16:20:00,2023-06-19 06:20:00,14.539881,74.325004,Complainant reported theft of personal property from a residential street.
10456,1.00E+17,202300004,25-10-2023,582,519,1,2,2,5,1,290,2023-10-24 08:40:00,2023-10-24 19:40:00,2023-10-25 22:40:00,14.549276,74.30945,Complainant reported theft of personal property from a residential colony.
32929,1.00E+17,202400001,17-02-2024,1298,519,1,2,2,5,1,294,2024-02-16 16:27:00,2024-02-16 05:27:00,2024-02-17 14:27:00,14.547799,74.316587,Complainant reported theft of personal property from a residential street.
2764,1.00E+17,202400002,15-03-2024,242,519,1,2,5,16,1,295,2024-03-14 15:38:00,2024-03-14 14:38:00,2024-03-15 15:38:00,14.550652,74.325622,Complainant reported an unauthorised gathering that turned disruptive near the main market.
26191,1.00E+17,202400003,03-05-2024,91,519,1,2,2,7,2,292,2024-05-03 05:12:00,2024-05-01 17:12:00,2024-05-03 09:12:00,14.537598,74.316376,Complainant reported that unknown persons broke into the premises at a residential colony and stole valuables.
2706,1.00E+17,202400004,08-05-2024,894,519,1,1,1,1,2,286,2024-05-08 05:47:00,2024-05-06 10:47:00,2024-05-08 06:47:00,14.547926,74.334886,Complainant reported that the victim was found dead with injuries under suspicious circumstances near a commercial complex.
848,1.00E+17,202400005,01-06-2024,268,519,1,2,2,5,4,288,2024-05-30 20:14:00,2024-05-31 12:14:00,2024-06-01 19:14:00,14.534364,74.310946,Complainant reported theft of personal property from the railway station area.
33463,1.00E+17,202400006,10-07-2024,669,519,1,2,2,5,2,288,2024-07-09 23:43:00,2024-07-09 13:43:00,2024-07-10 01:43:00,14.546635,74.307791,Complainant reported theft of personal property from a commercial complex.
34271,1.00E+17,202400007,19-11-2024,96,519,1,2,3,9,2,288,2024-11-18 10:54:00,2024-11-18 05:54:00,2024-11-19 18:54:00,14.526638,74.311649,Complainant reported being physically assaulted by the accused near a residential street.
27700,1.00E+17,202400008,08-12-2024,374,519,1,2,3,9,2,292,2024-12-07 23:38:00,2024-12-07 07:38:00,2024-12-08 06:38:00,14.535538,74.308913,Complainant reported being physically assaulted by the accused near the main market.
20807,1.00E+17,202400009,31-12-2024,137,519,1,2,2,5,4,289,2024-12-29 18:57:00,2024-12-31 10:57:00,2024-12-31 13:57:00,14.520305,74.310922,Complainant reported theft of personal property from the bus stand.
3372,1.00E+17,202500001,30-05-2025,977,519,1,2,2,5,1,287,2025-05-30 01:34:00,2025-05-29 08:34:00,2025-05-30 21:34:00,14.546118,74.309561,Complainant reported theft of personal property from a residential colony.
2763,1.00E+17,202500002,09-06-2025,91,519,1,2,5,16,3,289,2025-06-09 02:56:00,2025-06-07 21:56:00,2025-06-09 10:56:00,14.53629,74.341743,Complainant reported an unauthorised gathering that turned disruptive near a commercial complex.
11427,3.00E+17,202300001,19-08-2023,1296,519,2,2,2,5,2,291,2023-08-18 18:49:00,2023-08-18 20:49:00,2023-08-19 18:49:00,14.539201,74.325701,Complainant reported theft of personal property from the railway station area.
22806,3.00E+17,202300002,17-09-2023,379,519,2,2,2,6,1,293,2023-09-15 15:59:00,2023-09-16 12:59:00,2023-09-17 14:59:00,14.530233,74.343911,Complainant reported that the accused snatched a gold chain from the victim near the main market and fled on a two-wheeler.
29546,3.00E+17,202300003,27-12-2023,92,519,2,2,2,5,3,296,2023-12-27 06:38:00,2023-12-25 23:38:00,2023-12-27 16:38:00,14.53428,74.319995,Complainant reported theft of personal property from the main market.
