CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
1655,MV_ACT,185,1,1
33515,BNS,103,1,1
4815,NDPS,21,1,1
26123,IT_ACT,67,1,1
26123,MV_ACT,184,1,1
808,MV_ACT,184,1,1
3521,NDPS,21,1,1
3521,IT_ACT,67,1,1
38398,BNS,115,1,1
38398,IT_ACT,67,1,1
4814,MV_ACT,184,1,1
3283,MV_ACT,185,1,1
11721,NDPS,21,1,1
11721,BNS,109,1,1
31667,BNS,109,1,1
20587,MV_ACT,185,1,1
22318,BNS,109,1,1
9102,NDPS,22,1,1
819,NDPS,22,1,1
819,IT_ACT,66D,1,1
32380,NDPS,20,1,1
1652,IT_ACT,66C,1,1
1652,BNS,303,1,1
4900,MV_ACT,185,1,1
6394,NDPS,21,1,1
2731,NDPS,21,1,1
37620,BNS,303,1,1
30730,BNS,103,1,1
2729,MV_ACT,185,1,1
2316,IT_ACT,66C,1,1
2316,BNS,303,1,1
28080,NDPS,20,1,1
23047,NDPS,22,1,1
23047,IT_ACT,67,1,1
34941,MV_ACT,185,1,1
4547,MV_ACT,184,1,1
4547,NDPS,21,1,1
19181,BNS,115,1,1
38433,MV_ACT,185,1,1
30263,NDPS,21,1,1
30144,MV_ACT,184,1,1
13157,BNS,109,1,1
13157,MV_ACT,185,1,1
4903,IT_ACT,67,1,1
481,MV_ACT,184,1,1
4640,MV_ACT,185,1,1
4640,NDPS,22,1,1
13491,IT_ACT,67,1,1
13491,BNS,109,1,1
20163,BNS,115,1,1
17986,BNS,103,1,1
17986,BNS,109,1,1
27325,IT_ACT,67,1,1
34058,MV_ACT,184,1,1
4545,MV_ACT,185,1,1
4545,NDPS,20,1,1
29220,NDPS,22,1,1
29220,NDPS,21,1,1
30891,NDPS,21,1,1
20215,MV_ACT,185,1,1
12251,IT_ACT,67,1,1
3504,NDPS,21,1,1
22493,IT_ACT,67,1,1
22675,MV_ACT,184,1,1
7009,NDPS,21,1,1
18778,NDPS,20,1,1
18778,IT_ACT,67,1,1
14988,IT_ACT,66C,1,1
15407,MV_ACT,184,1,1
12679,IT_ACT,66C,1,1
10269,BNS,303,1,1
10269,BNS,303,1,1
5898,BNS,103,1,1
5898,NDPS,20,1,1
34803,BNS,109,1,1
39871,IT_ACT,67,1,1
39871,BNS,115,1,1
1139,IT_ACT,67,1,1
1230,NDPS,21,1,1
1230,NDPS,21,1,1
9592,IT_ACT,66C,1,1
27754,MV_ACT,184,1,1
27636,NDPS,21,1,1
2742,MV_ACT,185,1,1
4803,BNS,310,1,1
12514,BNS,115,1,1
23654,BNS,310,1,1
23654,BNS,303,1,1
15860,BNS,310,1,1
13055,NDPS,20,1,1
3021,BNS,310,1,1
3021,MV_ACT,184,1,1
4904,IT_ACT,66C,1,1
4904,BNS,109,1,1
20662,IT_ACT,66C,1,1
20662,NDPS,21,1,1
8401,NDPS,22,1,1
8401,MV_ACT,185,1,1
36752,MV_ACT,185,1,1
22510,IT_ACT,66D,1,1
2803,IT_ACT,66C,1,1
2803,IT_ACT,66C,1,1
2089,IT_ACT,67,1,1
3498,MV_ACT,184,1,1
1935,BNS,310,1,1
487,IT_ACT,67,1,1
487,NDPS,20,1,1
489,NDPS,20,1,1
489,MV_ACT,184,1,1
5105,IT_ACT,66C,1,1
5106,MV_ACT,184,1,1
2726,BNS,115,1,1
19535,IT_ACT,66D,1,1
19535,IT_ACT,66C,1,1
1229,NDPS,22,1,1
38206,NDPS,21,1,1
35949,MV_ACT,185,1,1
3502,BNS,109,1,1
3502,NDPS,22,1,1
21097,IT_ACT,66C,1,1
30745,IT_ACT,66D,1,1
30745,MV_ACT,184,1,1
12129,IT_ACT,66D,1,1
12129,MV_ACT,184,1,1
39539,IT_ACT,66D,1,1
4717,IT_ACT,67,1,1
4717,IT_ACT,66D,1,1
7384,BNS,109,1,1
7384,NDPS,22,1,1
12470,IT_ACT,67,1,1
12470,MV_ACT,184,1,1
6653,NDPS,22,1,1
6653,MV_ACT,185,1,1
27095,MV_ACT,185,1,1
27095,NDPS,20,1,1
30180,BNS,310,1,1
30180,NDPS,22,1,1
22261,BNS,115,1,1
22261,IT_ACT,66D,1,1
817,NDPS,20,1,1
38656,BNS,115,1,1
38656,IT_ACT,66D,1,1
5979,IT_ACT,66C,1,1
1572,MV_ACT,184,1,1
2724,NDPS,20,1,1
2724,NDPS,21,1,1
29408,MV_ACT,185,1,1
5897,NDPS,20,1,1
2802,BNS,109,1,1
2802,IT_ACT,67,1,1
11716,MV_ACT,185,1,1
11716,MV_ACT,184,1,1
16083,NDPS,22,1,1
480,NDPS,22,1,1
11030,NDPS,22,1,1
11030,IT_ACT,66D,1,1
32048,IT_ACT,66C,1,1
32048,MV_ACT,184,1,1
3282,NDPS,21,1,1
3282,NDPS,20,1,1
1136,IT_ACT,66D,1,1
1136,MV_ACT,185,1,1
5485,NDPS,22,1,1
1902,NDPS,22,1,1
1902,MV_ACT,184,1,1
15266,BNS,109,1,1
15266,BNS,303,1,1
4638,BNS,310,1,1
31258,BNS,310,1,1
38226,BNS,303,1,1
38226,NDPS,20,1,1
39603,NDPS,22,1,1
39603,NDPS,22,1,1
13068,BNS,109,1,1
4586,IT_ACT,66C,1,1
4798,BNS,310,1,1
19650,MV_ACT,185,1,1
24758,BNS,109,1,1
11244,MV_ACT,184,1,1
11911,IT_ACT,66C,1,1
3499,NDPS,20,1,1
3499,IT_ACT,66C,1,1
31024,IT_ACT,67,1,1
31024,IT_ACT,66C,1,1
4585,MV_ACT,184,1,1
5900,NDPS,22,1,1
11060,NDPS,21,1,1
11060,NDPS,22,1,1
4532,NDPS,20,1,1
488,BNS,115,1,1
31298,BNS,109,1,1
2741,IT_ACT,66C,1,1
775,MV_ACT,185,1,1
775,MV_ACT,185,1,1
5899,IT_ACT,67,1,1
1231,IT_ACT,66D,1,1
1231,IT_ACT,66D,1,1
5616,BNS,103,1,1
27511,NDPS,20,1,1
4723,NDPS,20,1,1
34649,BNS,310,1,1
29167,IT_ACT,66C,1,1
29167,MV_ACT,184,1,1
22942,MV_ACT,185,1,1
13006,IT_ACT,66D,1,1
5615,IT_ACT,67,1,1
5615,BNS,115,1,1
10709,BNS,115,1,1
13796,BNS,115,1,1
669,BNS,303,1,1
13863,NDPS,22,1,1
24578,NDPS,22,1,1
24578,BNS,103,1,1
5622,NDPS,21,1,1
28981,IT_ACT,66C,1,1
23228,IT_ACT,66D,1,1
479,BNS,103,1,1
38828,MV_ACT,184,1,1
816,IT_ACT,66D,1,1
4580,BNS,103,1,1
4580,MV_ACT,185,1,1
14,BNS,103,1,1
29640,BNS,109,1,1
29640,IT_ACT,67,1,1
3109,MV_ACT,184,1,1
1180,NDPS,22,1,1
35865,NDPS,22,1,1
17418,BNS,109,1,1
17418,NDPS,20,1,1
28678,BNS,303,1,1
4359,NDPS,22,1,1
4359,MV_ACT,184,1,1
809,MV_ACT,185,1,1
36523,MV_ACT,184,1,1
36523,MV_ACT,185,1,1
3497,BNS,115,1,1
12049,MV_ACT,184,1,1
12049,NDPS,21,1,1
10595,BNS,103,1,1
20666,IT_ACT,67,1,1
20666,NDPS,22,1,1
4582,MV_ACT,185,1,1
2110,IT_ACT,66D,1,1
12763,NDPS,21,1,1
12763,BNS,115,1,1
32659,NDPS,22,1,1
32659,BNS,103,1,1
2723,IT_ACT,66C,1,1
24742,BNS,109,1,1
24742,MV_ACT,185,1,1
8767,BNS,103,1,1
11417,IT_ACT,66C,1,1
11417,NDPS,22,1,1
34040,BNS,303,1,1
34040,MV_ACT,185,1,1
3500,NDPS,22,1,1
3500,MV_ACT,185,1,1
5102,IT_ACT,66C,1,1
5102,BNS,310,1,1
25913,IT_ACT,66C,1,1
668,NDPS,21,1,1
668,MV_ACT,184,1,1
2875,MV_ACT,184,1,1
2721,BNS,103,1,1
2721,MV_ACT,184,1,1
5617,BNS,115,1,1
5617,BNS,115,1,1
2109,IT_ACT,67,1,1
24316,IT_ACT,67,1,1
24316,MV_ACT,185,1,1
485,MV_ACT,185,1,1
1228,MV_ACT,185,1,1
1228,IT_ACT,66D,1,1
3503,BNS,310,1,1
3503,NDPS,22,1,1
4825,BNS,310,1,1
4825,BNS,115,1,1
4361,NDPS,20,1,1
4361,MV_ACT,185,1,1
3007,NDPS,22,1,1
3007,NDPS,21,1,1
4718,NDPS,20,1,1
2745,IT_ACT,67,1,1
2745,BNS,303,1,1
5360,IT_ACT,66C,1,1
5360,MV_ACT,185,1,1
25257,NDPS,21,1,1
25257,MV_ACT,184,1,1
478,NDPS,22,1,1
22080,NDPS,22,1,1
1656,NDPS,21,1,1
1656,BNS,115,1,1
10347,NDPS,20,1,1
926,NDPS,22,1,1
30540,IT_ACT,66C,1,1
477,IT_ACT,66D,1,1
7680,MV_ACT,184,1,1
7680,BNS,103,1,1
16006,NDPS,20,1,1
16006,IT_ACT,67,1,1
7573,IT_ACT,67,1,1
4078,BNS,115,1,1
4078,MV_ACT,184,1,1
31779,MV_ACT,184,1,1
31779,IT_ACT,66C,1,1
1930,MV_ACT,184,1,1
1930,NDPS,21,1,1
2106,NDPS,21,1,1
2106,BNS,109,1,1
484,IT_ACT,67,1,1
484,NDPS,22,1,1
31359,MV_ACT,185,1,1
31359,NDPS,20,1,1
8844,MV_ACT,184,1,1
25938,MV_ACT,185,1,1
1663,BNS,303,1,1
1663,BNS,310,1,1
15391,BNS,103,1,1
15391,BNS,103,1,1
4637,IT_ACT,67,1,1
4637,IT_ACT,66D,1,1
10,IT_ACT,67,1,1
10,NDPS,20,1,1
37816,IT_ACT,67,1,1
37816,MV_ACT,184,1,1
4729,MV_ACT,184,1,1
4729,BNS,115,1,1
491,IT_ACT,67,1,1
491,IT_ACT,67,1,1
18133,MV_ACT,185,1,1
2720,NDPS,21,1,1
4641,BNS,109,1,1
2800,BNS,303,1,1
2121,BNS,303,1,1
2121,NDPS,22,1,1
4796,BNS,115,1,1
4796,MV_ACT,184,1,1
12028,IT_ACT,66D,1,1
12028,MV_ACT,184,1,1
18382,MV_ACT,184,1,1
18382,NDPS,21,1,1
18716,NDPS,21,1,1
14341,BNS,310,1,1
14341,NDPS,20,1,1
4366,BNS,310,1,1
28205,MV_ACT,184,1,1
34104,IT_ACT,67,1,1
4732,NDPS,21,1,1
4732,IT_ACT,66C,1,1
12330,IT_ACT,66C,1,1
12330,NDPS,20,1,1
34062,MV_ACT,185,1,1
11165,BNS,303,1,1
4360,IT_ACT,66D,1,1
4360,IT_ACT,67,1,1
4719,MV_ACT,185,1,1
17327,IT_ACT,66D,1,1
807,NDPS,20,1,1
1936,NDPS,22,1,1
1936,BNS,103,1,1
14801,IT_ACT,66C,1,1
14801,BNS,115,1,1
27704,MV_ACT,185,1,1
10141,NDPS,22,1,1
39703,IT_ACT,66C,1,1
39703,BNS,303,1,1
28292,IT_ACT,67,1,1
28292,NDPS,22,1,1
4587,IT_ACT,66C,1,1
4587,NDPS,22,1,1
4795,BNS,115,1,1
4795,IT_ACT,67,1,1
9339,MV_ACT,185,1,1
9339,MV_ACT,185,1,1
2735,IT_ACT,67,1,1
2735,NDPS,21,1,1
36083,IT_ACT,67,1,1
4728,BNS,310,1,1
2873,IT_ACT,66D,1,1
4800,IT_ACT,66D,1,1
30667,BNS,103,1,1
30667,NDPS,21,1,1
24992,IT_ACT,66D,1,1
24992,BNS,103,1,1
13,MV_ACT,184,1,1
13138,IT_ACT,67,1,1
21132,NDPS,20,1,1
4812,BNS,103,1,1
34537,MV_ACT,185,1,1
34537,BNS,109,1,1
19967,MV_ACT,185,1,1
19967,BNS,115,1,1
310,IT_ACT,67,1,1
776,MV_ACT,185,1,1
776,NDPS,22,1,1
39041,BNS,103,1,1
39041,NDPS,22,1,1
26294,NDPS,20,1,1
35141,NDPS,22,1,1
35141,BNS,115,1,1
12906,NDPS,20,1,1
5619,MV_ACT,184,1,1
5619,BNS,109,1,1
3096,BNS,115,1,1
475,BNS,303,1,1
2738,NDPS,21,1,1
2738,MV_ACT,184,1,1
29514,MV_ACT,185,1,1
23074,NDPS,21,1,1
23074,MV_ACT,184,1,1
16189,NDPS,22,1,1
16189,NDPS,20,1,1
482,MV_ACT,185,1,1
1659,NDPS,20,1,1
15073,BNS,115,1,1
6989,NDPS,20,1,1
6989,IT_ACT,66C,1,1
811,NDPS,21,1,1
26290,MV_ACT,184,1,1
23673,IT_ACT,66D,1,1
3284,MV_ACT,184,1,1
4079,BNS,109,1,1
33155,BNS,103,1,1
33155,BNS,303,1,1
1543,MV_ACT,185,1,1
1543,IT_ACT,66D,1,1
20374,NDPS,21,1,1
20374,IT_ACT,66D,1,1
2122,IT_ACT,66C,1,1
777,MV_ACT,185,1,1
4906,IT_ACT,66C,1,1
4906,BNS,115,1,1
39464,BNS,303,1,1
10630,MV_ACT,185,1,1
813,MV_ACT,185,1,1
36192,BNS,103,1,1
2719,MV_ACT,184,1,1
3505,BNS,303,1,1
3505,MV_ACT,185,1,1
33666,NDPS,20,1,1
5903,NDPS,22,1,1
5903,IT_ACT,66C,1,1
18213,MV_ACT,185,1,1
18213,NDPS,22,1,1
12802,NDPS,20,1,1
8048,IT_ACT,66C,1,1
8048,MV_ACT,185,1,1
490,NDPS,22,1,1
36302,IT_ACT,66C,1,1
9125,BNS,109,1,1
5978,IT_ACT,66C,1,1
5978,MV_ACT,184,1,1
20182,MV_ACT,184,1,1
24552,MV_ACT,185,1,1
24552,IT_ACT,67,1,1
11125,IT_ACT,66C,1,1
11125,MV_ACT,185,1,1
1140,MV_ACT,184,1,1
1140,NDPS,21,1,1
927,NDPS,22,1,1
927,IT_ACT,67,1,1
4725,NDPS,21,1,1
4725,BNS,103,1,1
22244,BNS,115,1,1
22244,BNS,303,1,1
22696,MV_ACT,185,1,1
22696,IT_ACT,66D,1,1
35383,NDPS,20,1,1
35383,MV_ACT,185,1,1
4905,MV_ACT,184,1,1
29990,NDPS,20,1,1
4185,IT_ACT,66D,1,1
4185,NDPS,20,1,1
21199,BNS,109,1,1
21199,BNS,115,1,1
17078,NDPS,20,1,1
17078,BNS,115,1,1
671,IT_ACT,67,1,1
38664,IT_ACT,67,1,1
3717,BNS,303,1,1
3717,IT_ACT,66C,1,1
14069,IT_ACT,66C,1,1
14069,IT_ACT,67,1,1
3005,MV_ACT,185,1,1
3005,IT_ACT,67,1,1
20038,MV_ACT,184,1,1
20038,IT_ACT,66C,1,1
2732,MV_ACT,184,1,1
37470,BNS,103,1,1
1545,MV_ACT,185,1,1
1545,MV_ACT,184,1,1
16533,NDPS,22,1,1
16533,MV_ACT,184,1,1
18042,NDPS,22,1,1
18042,BNS,115,1,1
8472,NDPS,20,1,1
17628,NDPS,22,1,1
7514,BNS,115,1,1
3403,MV_ACT,184,1,1
3403,NDPS,21,1,1
34068,MV_ACT,185,1,1
34068,MV_ACT,184,1,1
2728,BNS,109,1,1
2728,MV_ACT,184,1,1
11761,BNS,103,1,1
11761,MV_ACT,184,1,1
20233,IT_ACT,67,1,1
774,NDPS,20,1,1
30720,BNS,115,1,1
30720,IT_ACT,66D,1,1
18435,MV_ACT,185,1,1
5623,IT_ACT,67,1,1
5623,IT_ACT,66D,1,1
2876,BNS,310,1,1
19328,NDPS,21,1,1
19328,NDPS,22,1,1
1931,MV_ACT,184,1,1
5100,MV_ACT,185,1,1
925,NDPS,22,1,1
925,NDPS,21,1,1
24774,BNS,303,1,1
24774,IT_ACT,67,1,1
23729,BNS,310,1,1
4581,MV_ACT,184,1,1
4581,IT_ACT,66C,1,1
311,MV_ACT,185,1,1
311,BNS,109,1,1
4902,MV_ACT,185,1,1
24523,NDPS,22,1,1
24523,IT_ACT,66C,1,1
5620,IT_ACT,66C,1,1
5620,IT_ACT,66C,1,1
5487,BNS,303,1,1
14109,NDPS,21,1,1
37734,MV_ACT,184,1,1
37734,MV_ACT,184,1,1
6754,NDPS,21,1,1
6754,NDPS,20,1,1
2717,NDPS,22,1,1
5359,IT_ACT,67,1,1
23708,IT_ACT,66D,1,1
23708,IT_ACT,66C,1,1
4731,NDPS,20,1,1
2744,IT_ACT,67,1,1
34425,IT_ACT,66D,1,1
34425,NDPS,22,1,1
1933,MV_ACT,184,1,1
2734,IT_ACT,66C,1,1
12663,MV_ACT,185,1,1
12663,IT_ACT,66C,1,1
24741,NDPS,22,1,1
4797,BNS,115,1,1
10699,IT_ACT,66D,1,1
19598,IT_ACT,66D,1,1
18380,BNS,115,1,1
18380,BNS,115,1,1
38680,NDPS,22,1,1
38680,BNS,310,1,1
5902,IT_ACT,66C,1,1
8968,BNS,115,1,1
2788,IT_ACT,66C,1,1
19594,IT_ACT,66D,1,1
1137,IT_ACT,67,1,1
1137,IT_ACT,66C,1,1
22106,IT_ACT,66D,1,1
22106,NDPS,20,1,1
12747,IT_ACT,66D,1,1
17205,BNS,303,1,1
17205,IT_ACT,66D,1,1
16655,MV_ACT,184,1,1
10787,BNS,103,1,1
29208,BNS,115,1,1
29208,BNS,103,1,1
31890,BNS,109,1,1
31890,MV_ACT,184,1,1
39720,IT_ACT,67,1,1
2113,MV_ACT,184,1,1
25339,BNS,109,1,1
3506,NDPS,21,1,1
18206,NDPS,22,1,1
18206,MV_ACT,184,1,1
670,IT_ACT,66C,1,1
670,NDPS,21,1,1
37501,NDPS,22,1,1
37501,MV_ACT,185,1,1
2725,BNS,103,1,1
31474,MV_ACT,185,1,1
31474,BNS,303,1,1
2740,BNS,109,1,1
2740,MV_ACT,185,1,1
812,BNS,103,1,1
9024,MV_ACT,185,1,1
4726,MV_ACT,185,1,1
35563,BNS,303,1,1
17841,IT_ACT,66D,1,1
17841,BNS,103,1,1
24712,MV_ACT,184,1,1
24712,BNS,115,1,1
5140,BNS,109,1,1
5140,BNS,303,1,1
34221,IT_ACT,66D,1,1
34221,IT_ACT,67,1,1
34047,IT_ACT,66D,1,1
937,BNS,103,1,1
937,MV_ACT,185,1,1
38300,MV_ACT,185,1,1
36306,IT_ACT,67,1,1
1651,IT_ACT,66D,1,1
731,MV_ACT,185,1,1
4546,IT_ACT,66C,1,1
4546,BNS,115,1,1
12803,NDPS,20,1,1
12803,MV_ACT,185,1,1
8847,MV_ACT,184,1,1
21510,MV_ACT,184,1,1
4730,MV_ACT,185,1,1
4730,IT_ACT,66D,1,1
29645,NDPS,22,1,1
29645,IT_ACT,66D,1,1
13879,BNS,310,1,1
15617,NDPS,20,1,1
21323,NDPS,20,1,1
21323,IT_ACT,66C,1,1
34696,BNS,303,1,1
6158,IT_ACT,66D,1,1
6158,NDPS,22,1,1
33046,NDPS,21,1,1
14679,MV_ACT,185,1,1
19562,BNS,303,1,1
6107,BNS,115,1,1
6107,MV_ACT,184,1,1
38306,NDPS,21,1,1
38306,BNS,115,1,1
18648,MV_ACT,184,1,1
18648,IT_ACT,66D,1,1
2402,IT_ACT,67,1,1
2402,MV_ACT,185,1,1
24421,BNS,303,1,1
14933,MV_ACT,185,1,1
14933,MV_ACT,184,1,1
1529,IT_ACT,66C,1,1
37747,IT_ACT,66D,1,1
37747,BNS,303,1,1
6689,NDPS,22,1,1
6689,NDPS,21,1,1
25131,IT_ACT,66D,1,1
24854,MV_ACT,184,1,1
29140,BNS,115,1,1
29140,IT_ACT,66D,1,1
2768,NDPS,20,1,1
2768,BNS,115,1,1
31460,NDPS,22,1,1
39972,BNS,109,1,1
34421,BNS,109,1,1
26714,NDPS,20,1,1
35154,BNS,109,1,1
35154,BNS,303,1,1
32195,IT_ACT,67,1,1
32195,NDPS,22,1,1
23630,MV_ACT,185,1,1
31426,IT_ACT,66D,1,1
37733,IT_ACT,66D,1,1
37733,IT_ACT,67,1,1
10513,MV_ACT,185,1,1
10513,NDPS,20,1,1
4844,NDPS,21,1,1
4844,IT_ACT,67,1,1
31909,IT_ACT,66C,1,1
31909,MV_ACT,185,1,1
16735,BNS,303,1,1
11759,BNS,310,1,1
2401,IT_ACT,66C,1,1
2401,BNS,115,1,1
2404,MV_ACT,184,1,1
18841,NDPS,21,1,1
18841,NDPS,21,1,1
13585,NDPS,22,1,1
13585,IT_ACT,66C,1,1
38872,NDPS,20,1,1
38872,NDPS,20,1,1
35691,MV_ACT,184,1,1
35691,MV_ACT,184,1,1
24873,NDPS,21,1,1
2655,BNS,310,1,1
32190,BNS,115,1,1
32190,MV_ACT,185,1,1
3400,MV_ACT,185,1,1
824,BNS,103,1,1
824,NDPS,22,1,1
7415,BNS,109,1,1
7415,MV_ACT,184,1,1
33675,MV_ACT,185,1,1
20161,NDPS,21,1,1
4124,MV_ACT,185,1,1
33771,MV_ACT,184,1,1
32278,BNS,303,1,1
32278,MV_ACT,185,1,1
35181,IT_ACT,66D,1,1
35181,NDPS,20,1,1
29930,MV_ACT,185,1,1
29930,BNS,310,1,1
21450,BNS,103,1,1
21450,BNS,115,1,1
39467,NDPS,22,1,1
15530,NDPS,22,1,1
15530,NDPS,22,1,1
23587,MV_ACT,184,1,1
32047,BNS,310,1,1
32047,MV_ACT,185,1,1
23404,NDPS,21,1,1
38749,BNS,310,1,1
38749,BNS,103,1,1
36204,BNS,310,1,1
36204,IT_ACT,67,1,1
34808,IT_ACT,67,1,1
28291,NDPS,21,1,1
28291,NDPS,22,1,1
31555,BNS,115,1,1
16414,BNS,310,1,1
31105,IT_ACT,66C,1,1
16367,BNS,109,1,1
16367,IT_ACT,66D,1,1
35448,IT_ACT,67,1,1
2353,NDPS,20,1,1
908,BNS,109,1,1
20359,BNS,310,1,1
309,NDPS,22,1,1
309,IT_ACT,67,1,1
29149,NDPS,20,1,1
21931,IT_ACT,66C,1,1
38693,IT_ACT,66D,1,1
16316,MV_ACT,185,1,1
18379,MV_ACT,184,1,1
18379,NDPS,22,1,1
3744,MV_ACT,185,1,1
3744,NDPS,20,1,1
33622,IT_ACT,66C,1,1
33622,MV_ACT,185,1,1
34128,MV_ACT,185,1,1
34128,MV_ACT,185,1,1
34745,MV_ACT,185,1,1
17570,IT_ACT,66D,1,1
17570,MV_ACT,184,1,1
12137,NDPS,20,1,1
31249,BNS,303,1,1
34152,NDPS,21,1,1
3698,NDPS,21,1,1
3698,IT_ACT,66D,1,1
26378,NDPS,20,1,1
26378,NDPS,21,1,1
36158,BNS,303,1,1
36158,IT_ACT,67,1,1
14057,NDPS,21,1,1
14057,NDPS,21,1,1
18179,NDPS,21,1,1
18179,BNS,310,1,1
22911,BNS,103,1,1
22911,IT_ACT,66D,1,1
10729,BNS,109,1,1
10729,MV_ACT,184,1,1
20978,MV_ACT,184,1,1
20978,MV_ACT,185,1,1
9679,MV_ACT,185,1,1
16850,MV_ACT,185,1,1
12075,MV_ACT,184,1,1
12075,IT_ACT,66C,1,1
24458,BNS,109,1,1
22873,MV_ACT,185,1,1
22873,IT_ACT,66C,1,1
34841,MV_ACT,184,1,1
13350,IT_ACT,66C,1,1
13350,MV_ACT,185,1,1
38857,BNS,103,1,1
11572,BNS,109,1,1
860,NDPS,22,1,1
15892,MV_ACT,185,1,1
15892,NDPS,20,1,1
23957,NDPS,20,1,1
23957,IT_ACT,66D,1,1
36400,IT_ACT,67,1,1
1536,IT_ACT,67,1,1
1536,NDPS,21,1,1
8842,MV_ACT,184,1,1
33711,NDPS,20,1,1
3965,MV_ACT,184,1,1
3965,NDPS,22,1,1
32789,IT_ACT,66C,1,1
32789,NDPS,21,1,1
27661,NDPS,21,1,1
32175,MV_ACT,184,1,1
31192,BNS,109,1,1
31192,MV_ACT,185,1,1
11854,BNS,303,1,1
11854,IT_ACT,67,1,1
26076,NDPS,20,1,1
26076,BNS,103,1,1
28572,NDPS,21,1,1
28572,BNS,115,1,1
32856,NDPS,21,1,1
32825,NDPS,20,1,1
39376,NDPS,21,1,1
39376,IT_ACT,67,1,1
9019,BNS,103,1,1
1288,MV_ACT,185,1,1
14139,BNS,310,1,1
14139,IT_ACT,67,1,1
29968,BNS,109,1,1
29968,MV_ACT,184,1,1
3359,NDPS,20,1,1
3359,BNS,303,1,1
32028,MV_ACT,184,1,1
32028,MV_ACT,184,1,1
19937,NDPS,21,1,1
33318,BNS,103,1,1
12681,MV_ACT,184,1,1
12080,BNS,303,1,1
12080,MV_ACT,185,1,1
37664,IT_ACT,67,1,1
37664,IT_ACT,66D,1,1
32832,NDPS,20,1,1
6620,MV_ACT,184,1,1
1703,NDPS,20,1,1
1703,NDPS,22,1,1
10286,NDPS,21,1,1
10286,BNS,310,1,1
34554,IT_ACT,66C,1,1
39403,NDPS,22,1,1
39403,NDPS,20,1,1
15192,MV_ACT,185,1,1
11271,BNS,303,1,1
11271,NDPS,20,1,1
11632,BNS,310,1,1
11632,MV_ACT,185,1,1
12811,MV_ACT,185,1,1
12811,NDPS,22,1,1
35094,BNS,109,1,1
33114,IT_ACT,67,1,1
38323,MV_ACT,184,1,1
38323,MV_ACT,184,1,1
21153,IT_ACT,66D,1,1
2396,IT_ACT,67,1,1
2396,BNS,115,1,1
17596,BNS,115,1,1
17596,NDPS,22,1,1
24984,IT_ACT,67,1,1
2395,NDPS,21,1,1
2395,MV_ACT,184,1,1
30880,NDPS,22,1,1
30880,NDPS,21,1,1
37761,MV_ACT,185,1,1
7995,MV_ACT,185,1,1
34769,IT_ACT,66C,1,1
34769,NDPS,22,1,1
16050,NDPS,21,1,1
16050,BNS,310,1,1
1199,IT_ACT,67,1,1
1199,MV_ACT,184,1,1
33704,MV_ACT,185,1,1
33704,MV_ACT,184,1,1
16582,NDPS,21,1,1
16582,NDPS,21,1,1
32550,NDPS,21,1,1
32550,MV_ACT,185,1,1
14215,BNS,115,1,1
14215,MV_ACT,184,1,1
7056,IT_ACT,67,1,1
7056,BNS,115,1,1
22664,MV_ACT,185,1,1
12677,BNS,303,1,1
21809,BNS,103,1,1
21809,BNS,109,1,1
14575,IT_ACT,66C,1,1
33918,IT_ACT,67,1,1
33918,BNS,103,1,1
10167,MV_ACT,184,1,1
10167,MV_ACT,184,1,1
35265,IT_ACT,66D,1,1
35265,NDPS,20,1,1
12230,BNS,103,1,1
4847,NDPS,22,1,1
4847,NDPS,21,1,1
9216,BNS,109,1,1
9216,MV_ACT,185,1,1
25396,BNS,103,1,1
25334,MV_ACT,185,1,1
25334,MV_ACT,184,1,1
2411,NDPS,21,1,1
2411,MV_ACT,184,1,1
35756,IT_ACT,67,1,1
36935,IT_ACT,66D,1,1
22747,NDPS,22,1,1
37322,BNS,109,1,1
37322,IT_ACT,66C,1,1
4841,IT_ACT,66D,1,1
2406,BNS,310,1,1
11351,BNS,109,1,1
35401,BNS,109,1,1
38434,IT_ACT,66C,1,1
38434,IT_ACT,67,1,1
29909,MV_ACT,185,1,1
29909,MV_ACT,185,1,1
26379,NDPS,21,1,1
26379,IT_ACT,66D,1,1
24577,IT_ACT,66D,1,1
24577,MV_ACT,184,1,1
23161,BNS,103,1,1
19825,MV_ACT,185,1,1
33164,IT_ACT,66C,1,1
37909,BNS,103,1,1
13696,IT_ACT,66D,1,1
8553,NDPS,22,1,1
39659,BNS,310,1,1
39659,MV_ACT,185,1,1
30051,NDPS,22,1,1
30051,NDPS,22,1,1
33649,MV_ACT,185,1,1
23451,MV_ACT,184,1,1
821,MV_ACT,184,1,1
821,IT_ACT,67,1,1
26962,IT_ACT,67,1,1
37766,IT_ACT,67,1,1
37766,BNS,115,1,1
27056,NDPS,21,1,1
27056,MV_ACT,184,1,1
25479,MV_ACT,185,1,1
7949,MV_ACT,185,1,1
7949,IT_ACT,67,1,1
34293,NDPS,20,1,1
19917,BNS,310,1,1
31020,MV_ACT,185,1,1
39910,IT_ACT,67,1,1
39910,MV_ACT,185,1,1
23898,BNS,310,1,1
23898,MV_ACT,184,1,1
16952,IT_ACT,67,1,1
16952,NDPS,21,1,1
25855,MV_ACT,185,1,1
25855,BNS,109,1,1
15213,BNS,310,1,1
15213,MV_ACT,185,1,1
10564,IT_ACT,67,1,1
